2022 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Southern Berkshire,07650000,1,1,100.0,       2,       2,100.0,      76,      71,93.4
Southern Worcester County Regional Vocational School District,08760000,1,1,100.0,       1,       1,100.0,     112,     105,93.8
Southwick-Tolland-Granville Regional School District,07660000,1,1,100.0,       3,       3,100.0,     126,     111,88.1
Spencer-E Brookfield,07670000,1,1,100.0,       4,       3,75.0,     108,      94,87.0
Springfield,02810000,1,1,100.0,      56,      50,89.3,"   2,124","   1,823",85.8
Springfield International Charter (District),04410000,1,0,0.0,       1,       0,0.0,      86,      60,69.8
Springfield Preparatory Charter School (District),35100000,1,1,100.0,       1,       1,100.0,      32,      26,81.3
Stoneham,02840000,1,1,100.0,       5,       4,80.0,     216,     178,82.4
Stoughton,02850000,1,0,0.0,       8,       7,87.5,     306,     276,90.2
Sturbridge,02870000,1,1,100.0,       1,       1,100.0,      73,      64,87.7
Sturgis Charter Public (District),04890000,1,1,100.0,       2,       2,100.0,     101,      88,87.1
Sudbury,02880000,1,1,100.0,       5,       5,100.0,     207,     193,93.2
Sunderland,02890000,1,1,100.0,       1,       1,100.0,      27,      19,70.4
Sutton,02900000,1,1,100.0,       4,       3,75.0,      99,      97,98.0
Swampscott,02910000,1,1,100.0,       5,       5,100.0,     190,     169,88.9
Swansea,02920000,1,1,100.0,       6,       6,100.0,     162,     144,88.9
TEC Connections Academy Commonwealth Virtual School District,39020000,1,1,100.0,       1,       1,100.0,      88,      76,86.4
Tantasqua,07700000,1,1,100.0,       3,       2,66.7,     139,     129,92.8
Taunton,02930000,1,1,100.0,      12,       9,75.0,     550,     500,90.9
Tewksbury,02950000,1,1,100.0,       7,       6,85.7,     255,     228,89.4
Tisbury,02960000,1,1,100.0,       1,       1,100.0,      51,      44,86.3
Topsfield,02980000,1,1,100.0,       2,       2,100.0,      60,      57,95.0
Tri-County Regional Vocational Technical,08780000,1,0,0.0,       1,       1,100.0,      85,      80,94.1
Triton,07730000,1,1,100.0,       5,       4,80.0,     198,     181,91.4
Truro,03000000,1,0,0.0,       1,       0,0.0,      16,      14,87.5
Tyngsborough,03010000,1,1,100.0,       3,       3,100.0,     126,     120,95.2
UP Academy Charter School of Boston (District),04800000,1,0,0.0,       1,       1,100.0,      36,      27,75.0
UP Academy Charter School of Dorchester (District),35050000,1,1,100.0,       1,       1,100.0,      47,      31,66.0
Up-Island Regional,07740000,1,1,100.0,       2,       2,100.0,      58,      50,86.2
Upper Cape Cod Regional Vocational Technical,08790000,1,1,100.0,       1,       1,100.0,      74,      66,89.2
Uxbridge,03040000,1,0,0.0,       3,       3,100.0,     138,     120,87.0
Veritas Preparatory Charter School (District),04980000,1,1,100.0,       1,       1,100.0,      31,      20,64.5
Wachusett,07750000,1,1,100.0,      13,      13,100.0,     460,     424,92.2
Wakefield,03050000,1,1,100.0,       7,       6,85.7,     281,     247,87.9
Wales,03060000,1,1,100.0,       1,       0,0.0,      13,       7,53.8
Walpole,03070000,1,1,100.0,       8,       8,100.0,     298,     275,92.3
Waltham,03080000,1,1,100.0,      10,       8,80.0,     566,     491,86.7
Ware,03090000,1,1,100.0,       3,       2,66.7,      91,      71,78.0
Wareham,03100000,1,1,100.0,       5,       5,100.0,     192,     168,87.5
Watertown,03140000,1,1,100.0,       5,       5,100.0,     274,     251,91.6
Wayland,03150000,1,0,0.0,       5,       5,100.0,     250,     230,92.0
Webster,03160000,1,1,100.0,       3,       3,100.0,     136,     121,89.0
Wellesley,03170000,1,1,100.0,      11,      10,90.9,     450,     369,82.0
Wellfleet,03180000,1,0,0.0,       1,       1,100.0,      20,       9,45.0
West Boylston,03220000,1,1,100.0,       2,       2,100.0,      90,      76,84.4
West Bridgewater,03230000,1,1,100.0,       3,       2,66.7,     101,      91,90.1
West Springfield,03320000,1,1,100.0,       8,       7,87.5,     332,     300,90.4
Westborough,03210000,1,1,100.0,       6,       6,100.0,     352,     315,89.5
Westfield,03250000,1,1,100.0,      11,      11,100.0,     416,     364,87.5
Westford,03260000,1,0,0.0,       9,       7,77.8,     361,     337,93.4
Westhampton,03270000,1,0,0.0,       1,       1,100.0,      18,      16,88.9
Weston,03300000,1,1,100.0,       5,       5,100.0,     206,     170,82.5
Westport,03310000,1,0,0.0,       3,       1,33.3,     125,     113,90.4
Westwood,03350000,1,1,100.0,       8,       7,87.5,     257,     209,81.3
Weymouth,03360000,1,0,0.0,      10,       9,90.0,     433,     385,88.9
Whately,03370000,1,1,100.0,       1,       1,100.0,      18,      18,100.0
Whitman-Hanson,07800000,1,1,100.0,       7,       5,71.4,     250,     224,89.6
Whittier Regional Vocational Technical,08850000,1,1,100.0,       1,       1,100.0,     109,      94,86.2
Williamsburg,03400000,1,0,0.0,       1,       1,100.0,      20,      16,80.0
Wilmington,03420000,1,1,100.0,       8,       7,87.5,     279,     234,83.9
Winchendon,03430000,1,0,0.0,       5,       2,40.0,      80,      70,87.5
Winchester,03440000,1,0,0.0,       7,       7,100.0,     373,     323,86.6
Winthrop,03460000,1,1,100.0,       4,       4,100.0,     152,     138,90.8
Woburn,03470000,1,1,100.0,      10,       9,90.0,     368,     316,85.9
Worcester,03480000,1,1,100.0,      53,      50,94.3,"   1,918","   1,706",88.9
Worthington,03490000,1,1,100.0,       1,       1,100.0,       9,       6,66.7
Wrentham,03500000,1,1,100.0,       2,       2,100.0,      75,      71,94.7
State Totals,00000000,402,327,81.3,"   1,894","   1,620",85.5,"  78,192","  67,885",86.8
State Totals,00000000,348,289,83.0,"   1,889","   1,651",87.4,"  77,990","  70,032",89.8
