2016 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
South Shore Charter Public (District),04880000,1,1,100.0,       2,       2,100.0,      58,      51,87.9
South Shore Regional Vocational Technical,08730000,1,1,100.0,       1,       1,100.0,      61,      57,93.4
Southampton,02750000,1,1,100.0,       1,       1,100.0,      37,      34,91.9
Southborough,02760000,1,1,100.0,       3,       3,100.0,     115,     105,91.3
Southbridge,02770000,1,0,0.0,       4,       2,50.0,     173,     127,73.4
Southeastern Regional Vocational Technical,08720000,1,1,100.0,       1,       1,100.0,     114,      92,80.7
Southern Berkshire,07650000,1,1,100.0,       2,       1,50.0,      85,      77,90.6
Southern Worcester County Regional Vocational Technical,08760000,1,1,100.0,       1,       1,100.0,     109,     100,91.7
Southwick-Tolland-Granville Regional School District,07660000,1,1,100.0,       4,       3,75.0,     144,     128,88.9
Spencer-E Brookfield,07670000,1,0,0.0,       5,       2,40.0,     117,     102,87.2
Springfield,02810000,1,1,100.0,      55,      49,89.1,"   2,191","   1,762",80.4
Stoneham,02840000,1,1,100.0,       5,       4,80.0,     193,     171,88.6
Stoughton,02850000,1,1,100.0,       8,       7,87.5,     304,     269,88.5
Sturbridge,02870000,1,1,100.0,       1,       1,100.0,      70,      67,95.7
Sturgis Charter Public (District),04890000,1,1,100.0,       2,       2,100.0,      91,      80,87.9
Sudbury,02880000,1,1,100.0,       5,       4,80.0,     220,     192,87.3
Sunderland,02890000,1,1,100.0,       1,       1,100.0,      23,      18,78.3
Sutton,02900000,1,1,100.0,       4,       4,100.0,     104,      96,92.3
Swampscott,02910000,1,1,100.0,       5,       4,80.0,     193,     174,90.2
Swansea,02920000,1,1,100.0,       6,       6,100.0,     165,     153,92.7
TEC Connections Academy Commonwealth Virtual School District,39020000,1,0,0.0,       1,       0,0.0,      16,      12,75.0
Tantasqua,07700000,1,1,100.0,       3,       3,100.0,     148,     131,88.5
Taunton,02930000,1,1,100.0,      13,      11,84.6,     540,     499,92.4
Tewksbury,02950000,1,1,100.0,       8,       5,62.5,     251,     229,91.2
Tisbury,02960000,1,0,0.0,       1,       1,100.0,      43,      37,86.0
Topsfield,02980000,1,1,100.0,       2,       2,100.0,      54,      44,81.5
Tri County Regional Vocational Technical,08780000,1,1,100.0,       1,       1,100.0,      93,      86,92.5
Triton,07730000,1,1,100.0,       5,       5,100.0,     232,     205,88.4
Truro,03000000,1,1,100.0,       1,       1,100.0,      17,      17,100.0
Tyngsborough,03010000,1,1,100.0,       3,       3,100.0,     136,     119,87.5
UP Academy Charter School of Boston (District),04800000,1,0,0.0,       1,       0,0.0,      47,      31,66.0
UP Academy Charter School of Dorchester (District),35050000,1,1,100.0,       1,       1,100.0,      58,      35,60.3
Up-Island Regional,07740000,1,0,0.0,       2,       2,100.0,      57,      49,86.0
Upper Cape Cod Regional Vocational Technical,08790000,1,1,100.0,       1,       1,100.0,      68,      63,92.6
Uxbridge,03040000,1,1,100.0,       4,       3,75.0,     128,     118,92.2
Veritas Preparatory Charter School (District),04980000,1,1,100.0,       1,       0,0.0,      19,       7,36.8
Wachusett,07750000,1,1,100.0,      12,      10,83.3,     464,     426,91.8
Wakefield,03050000,1,0,0.0,       7,       5,71.4,     265,     237,89.4
Wales,03060000,1,1,100.0,       1,       1,100.0,      15,      12,80.0
Walpole,03070000,1,1,100.0,       8,       7,87.5,     305,     273,89.5
Waltham,03080000,1,0,0.0,       9,       6,66.7,     485,     426,87.8
Ware,03090000,1,1,100.0,       3,       3,100.0,      90,      77,85.6
Wareham,03100000,1,1,100.0,       5,       4,80.0,     217,     184,84.8
Watertown,03140000,1,1,100.0,       5,       4,80.0,     243,     207,85.2
Wayland,03150000,1,1,100.0,       5,       4,80.0,     233,     219,94.0
Webster,03160000,1,1,100.0,       3,       3,100.0,     134,     115,85.8
Wellesley,03170000,1,1,100.0,       9,       8,88.9,     411,     367,89.3
Wellfleet,03180000,1,0,0.0,       1,       1,100.0,      17,      14,82.4
West Boylston,03220000,1,1,100.0,       2,       1,50.0,      82,      69,84.1
West Bridgewater,03230000,1,1,100.0,       3,       2,66.7,      94,      89,94.7
West Springfield,03320000,1,1,100.0,       9,       5,55.6,     312,     284,91.0
Westborough,03210000,1,1,100.0,       6,       6,100.0,     289,     258,89.3
Westfield,03250000,1,1,100.0,      12,       9,75.0,     446,     406,91.0
Westford,03260000,1,1,100.0,      11,       7,63.6,     379,     350,92.3
Westhampton,03270000,1,1,100.0,       1,       1,100.0,      14,      14,100.0
Weston,03300000,1,0,0.0,       5,       4,80.0,     219,     191,87.2
Westport,03310000,1,1,100.0,       4,       3,75.0,     127,      98,77.2
Westwood,03350000,1,1,100.0,       8,       8,100.0,     246,     214,87.0
Weymouth,03360000,1,1,100.0,      12,       9,75.0,     424,     377,88.9
Whately,03370000,1,1,100.0,       1,       1,100.0,      14,      10,71.4
Whitman-Hanson,07800000,1,1,100.0,       7,       7,100.0,     248,     219,88.3
Whittier Regional Vocational Technical,08850000,1,0,0.0,       1,       0,0.0,     111,     106,95.5
Williamsburg,03400000,1,1,100.0,       1,       1,100.0,      18,      18,100.0
Williamstown,03410000,1,0,0.0,       1,       1,100.0,      37,      34,91.9
Wilmington,03420000,1,1,100.0,       6,       5,83.3,     281,     248,88.3
Winchendon,03430000,1,0,0.0,       4,       3,75.0,     102,      92,90.2
Winchester,03440000,1,0,0.0,       7,       6,85.7,     358,     314,87.7
Winthrop,03460000,1,1,100.0,       3,       2,66.7,     153,     125,81.7
Woburn,03470000,1,1,100.0,      11,      10,90.9,     386,     364,94.3
Worcester,03480000,1,1,100.0,      49,      43,87.8,"   1,816","   1,562",86.0
Wrentham,03500000,1,1,100.0,       2,       1,50.0,      80,      73,91.3
State Totals,00000000,401,316,78.8,"   1,750","   1,455",83.1,"  70,158","  61,227",87.3
State Totals,00000000,345,290,84.1,"   1,873","   1,506",80.4,"  74,820","  63,296",84.6
