2019 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
South Shore Regional Vocational Technical,08730000,1,1,100.0,       1,       0,0.0,      66,      59,89.4
Southampton,02750000,1,0,0.0,       1,       1,100.0,      39,      36,92.3
Southborough,02760000,1,1,100.0,       4,       4,100.0,      97,      93,95.9
Southbridge,02770000,1,0,0.0,       5,       2,40.0,     188,     108,57.4
Southeastern Regional Vocational Technical,08720000,1,1,100.0,       1,       1,100.0,     118,     109,92.4
Southern Berkshire,07650000,1,1,100.0,       2,       1,50.0,      78,      66,84.6
Southern Worcester County Regional Vocational Technical,08760000,1,1,100.0,       1,       1,100.0,     112,     102,91.1
Southwick-Tolland-Granville Regional School District,07660000,1,1,100.0,       3,       2,66.7,     135,     125,92.6
Spencer-E Brookfield,07670000,1,0,0.0,       4,       3,75.0,     113,     100,88.5
Springfield,02810000,1,1,100.0,      51,      44,86.3,"   1,903","   1,588",83.4
Springfield Preparatory Charter School (District),35100000,1,1,100.0,       1,       0,0.0,      20,      15,75.0
Stoneham,02840000,1,1,100.0,       5,       4,80.0,     198,     174,87.9
Stoughton,02850000,1,1,100.0,       8,       6,75.0,     310,     272,87.7
Sturbridge,02870000,1,1,100.0,       1,       1,100.0,      68,      65,95.6
Sturgis Charter Public (District),04890000,1,1,100.0,       2,       2,100.0,      97,      78,80.4
Sudbury,02880000,1,0,0.0,       5,       2,40.0,     214,     191,89.3
Sunderland,02890000,1,0,0.0,       1,       1,100.0,      26,      24,92.3
Sutton,02900000,1,1,100.0,       4,       4,100.0,     103,     101,98.1
Swampscott,02910000,1,1,100.0,       5,       3,60.0,     197,     173,87.8
Swansea,02920000,1,1,100.0,       6,       6,100.0,     162,     153,94.4
TEC Connections Academy Commonwealth Virtual School District,39020000,1,1,100.0,       1,       1,100.0,      60,      45,75.0
Tantasqua,07700000,1,1,100.0,       3,       2,66.7,     141,     129,91.5
Taunton,02930000,1,0,0.0,      13,      11,84.6,     546,     503,92.1
Tewksbury,02950000,1,1,100.0,       7,       6,85.7,     264,     241,91.3
Tisbury,02960000,1,1,100.0,       1,       1,100.0,      44,      38,86.4
Topsfield,02980000,1,1,100.0,       2,       2,100.0,      52,      48,92.3
Tri-County Regional Vocational Technical,08780000,1,1,100.0,       1,       1,100.0,      92,      82,89.1
Triton,07730000,1,1,100.0,       5,       4,80.0,     207,     193,93.2
Truro,03000000,1,1,100.0,       1,       1,100.0,      18,      16,88.9
Tyngsborough,03010000,1,1,100.0,       3,       3,100.0,     133,     121,91.0
UP Academy Charter School of Boston (District),04800000,1,0,0.0,       1,       0,0.0,      43,      27,62.8
UP Academy Charter School of Dorchester (District),35050000,1,0,0.0,       1,       0,0.0,      57,      34,59.6
Up-Island Regional,07740000,1,1,100.0,       2,       2,100.0,      56,      48,85.7
Upper Cape Cod Regional Vocational Technical,08790000,1,1,100.0,       1,       1,100.0,      73,      68,93.2
Uxbridge,03040000,1,0,0.0,       4,       3,75.0,     112,     102,91.1
Veritas Preparatory Charter School (District),04980000,1,1,100.0,       1,       0,0.0,      31,      17,54.8
Wachusett,07750000,1,1,100.0,      13,      10,76.9,     468,     435,92.9
Wakefield,03050000,1,0,0.0,       7,       5,71.4,     264,     245,92.8
Wales,03060000,1,1,100.0,       1,       0,0.0,      14,      12,85.7
Walpole,03070000,1,1,100.0,       8,       7,87.5,     301,     279,92.7
Waltham,03080000,1,1,100.0,       9,       7,77.8,     519,     456,87.9
Ware,03090000,1,1,100.0,       3,       2,66.7,      92,      80,87.0
Wareham,03100000,1,1,100.0,       5,       4,80.0,     204,     169,82.8
Watertown,03140000,1,1,100.0,       5,       4,80.0,     263,     237,90.1
Wayland,03150000,1,1,100.0,       5,       5,100.0,     241,     219,90.9
Webster,03160000,1,1,100.0,       3,       1,33.3,     139,     123,88.5
Wellesley,03170000,1,1,100.0,      10,      10,100.0,     413,     373,90.3
Wellfleet,03180000,1,1,100.0,       1,       1,100.0,      18,      13,72.2
West Boylston,03220000,1,1,100.0,       2,       2,100.0,      86,      73,84.9
West Bridgewater,03230000,1,1,100.0,       3,       2,66.7,      99,      87,87.9
West Springfield,03320000,1,1,100.0,       9,       8,88.9,     335,     297,88.7
Westborough,03210000,1,1,100.0,       6,       6,100.0,     329,     298,90.6
Westfield,03250000,1,1,100.0,      12,       9,75.0,     425,     376,88.5
Westford,03260000,1,1,100.0,      10,       9,90.0,     361,     335,92.8
Westhampton,03270000,1,0,0.0,       1,       1,100.0,      15,      13,86.7
Weston,03300000,1,1,100.0,       5,       4,80.0,     186,     163,87.6
Westport,03310000,1,0,0.0,       4,       1,25.0,     121,     111,91.7
Westwood,03350000,1,1,100.0,       8,       7,87.5,     248,     222,89.5
Weymouth,03360000,1,1,100.0,      12,       9,75.0,     446,     395,88.6
Whately,03370000,1,0,0.0,       1,       0,0.0,      18,      18,100.0
Whitman-Hanson,07800000,1,0,0.0,       6,       2,33.3,     247,     221,89.5
Whittier Regional Vocational Technical,08850000,1,1,100.0,       1,       1,100.0,     117,     106,90.6
Williamsburg,03400000,1,0,0.0,       1,       1,100.0,      19,      15,78.9
Wilmington,03420000,1,0,0.0,       8,       8,100.0,     289,     264,91.3
Winchendon,03430000,1,0,0.0,       4,       3,75.0,      89,      78,87.6
Winchester,03440000,1,1,100.0,       7,       5,71.4,     384,     336,87.5
Winthrop,03460000,1,1,100.0,       4,       3,75.0,     134,     109,81.3
Woburn,03470000,1,0,0.0,      11,       8,72.7,     381,     344,90.3
Worcester,03480000,1,1,100.0,      50,      43,86.0,"   1,823","   1,590",87.2
Worthington,03490000,1,0,0.0,       1,       1,100.0,       9,       8,88.9
Wrentham,03500000,1,1,100.0,       2,       0,0.0,      77,      73,94.8
State Totals,00000000,402,324,80.6,"   1,886","   1,527",81.0,"  75,894","  66,370",87.5
State Totals,00000000,345,289,83.8,"   1,889","   1,603",84.9,"  75,852","  68,638",90.5
