2015-16 Class Size by Gender and Selected Population ,,,,,,,,,
District Name,District Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Northbridge,02140000,"   1,008",  18.3,"      2,398",  48.1,  51.9,   2.0,  16.6,  25.8
Northeast Metropolitan Regional Vocational Technical,08530000,     902,  19.4,"      1,257",  46.9,  53.1,   1.8,  22.4,  29.8
Northern Berkshire Regional Vocational Technical,08510000,     346,  12.6,        477,  37.9,  62.1,   0.0,  14.5,  26.0
Norton,02180000,"   1,169",  19.0,"      2,553",  49.1,  50.9,   0.9,  18.0,  15.5
Norwell,02190000,     984,  18.1,"      2,222",  49.3,  50.7,   0.1,  14.0,   3.8
Norwood,02200000,"   1,318",  17.6,"      3,467",  48.5,  51.5,   6.0,  19.0,  22.1
Oak Bluffs,02210000,     201,  14.6,        428,  53.7,  46.3,  13.3,  18.0,  21.3
Old Colony Regional Vocational Technical,08550000,     375,  14.0,        550,  42.7,  57.3,   0.0,  23.3,  15.6
Old Rochester,07400000,     649,  17.9,"      1,229",  51.7,  48.3,   0.2,  12.7,   9.4
Orange,02230000,     352,  17.2,        646,  45.7,  54.3,   1.5,  24.3,  51.4
Orleans,02240000,     154,  16.4,        213,  46.0,  54.0,   4.2,  17.8,  24.9
Oxford,02260000,     713,  18.5,"      1,841",  48.1,  51.9,   0.3,  14.8,  31.8
Palmer,02270000,     715,  14.8,"      1,473",  46.7,  53.3,   1.5,  18.5,  35.6
Pathfinder Regional Vocational Technical,08600000,     511,  11.4,        624,  39.9,  60.1,   0.0,  27.2,  34.9
Paulo Freire Social Justice Charter School (District),35010000,     185,  14.9,        312,  56.4,  43.6,  11.9,  18.3,  65.1
Peabody,02290000,"   2,657",  18.3,"      5,962",  49.1,  50.9,   6.4,  18.3,  28.2
Pelham,02300000,      39,  17.7,        123,  50.4,  49.6,   0.0,  23.6,  16.3
Pembroke,02310000,"   1,281",  19.2,"      3,134",  48.2,  51.8,   0.8,  13.0,  11.8
Pentucket,07450000,"   1,014",  16.8,"      2,550",  48.4,  51.6,   0.2,  18.6,  10.0
Petersham,02340000,      40,  17.2,        120,  45.0,  55.0,   0.0,  18.3,  12.5
Phoenix Academy Public Charter High School Springfield (District),35080000,      60,  20.3,        179,  50.3,  49.7,   8.9,  21.8,  74.9
Phoenix Charter Academy (District),04930000,      93,  12.1,        176,  42.0,  58.0,  47.2,  16.5,  37.5
Pioneer Charter School of Science (District),04940000,     171,  18.2,        356,  49.2,  50.8,  16.9,   8.7,  32.3
Pioneer Charter School of Science II (PCSS-II) (District),35060000,     124,  18.8,        267,  53.9,  46.1,  10.1,  13.5,  27.0
Pioneer Valley,07500000,     587,  12.9,        910,  50.2,  49.8,   0.0,  15.9,  20.8
Pioneer Valley Chinese Immersion Charter (District),04970000,     245,  16.9,        433,  53.8,  46.2,   3.7,   6.7,  16.4
Pioneer Valley Performing Arts Charter Public (District),04790000,     423,  12.0,        408,  67.2,  32.8,   0.0,  21.3,  18.1
Pittsfield,02360000,"   2,383",  15.2,"      5,602",  48.8,  51.2,   4.8,  21.7,  45.7
Plainville,02380000,     172,  20.5,        749,  47.7,  52.3,   4.0,  16.8,  14.2
Plymouth,02390000,"   4,743",  17.4,"      7,711",  48.2,  51.8,   1.0,  19.3,  22.2
Plympton,02400000,     104,  15.8,        221,  52.9,  47.1,   0.9,  15.8,  16.7
Prospect Hill Academy Charter (District),04870000,     512,  21.2,"      1,151",  50.7,  49.3,  10.3,  15.4,  35.8
Provincetown,02420000,      99,  12.5,        129,  48.1,  51.9,  10.1,  21.7,  39.5
Quabbin,07530000,"   1,103",  19.1,"      2,410",  51.3,  48.7,   0.4,  17.6,  21.1
Quaboag Regional,07780000,     611,  18.8,"      1,440",  49.0,  51.0,   4.0,  16.1,  34.3
Quincy,02430000,"   4,620",  16.8,"      9,274",  47.5,  52.5,  14.0,  17.2,  35.5
Ralph C Mahar,07550000,     805,  12.7,        688,  47.7,  52.3,   1.9,  16.9,  36.6
Randolph,02440000,"   1,287",  18.1,"      2,990",  45.8,  54.2,  14.2,  23.0,  41.6
Reading,02460000,"   1,603",  19.4,"      4,427",  47.9,  52.1,   1.1,  16.2,   7.0
Revere,02480000,"   4,656",  20.1,"      7,373",  50.1,  49.9,  18.5,  14.0,  41.2
Richmond,02490000,     125,  17.5,        180,  54.4,  45.6,   0.0,   5.6,  16.7
Rising Tide Charter Public (District),04830000,     234,  18.1,        635,  51.8,  48.2,   0.0,  15.4,   9.1
River Valley Charter (District),04820000,     116,  15.4,        288,  58.3,  41.7,   0.0,  13.2,   3.8
Rochester,02500000,     174,  19.3,        487,  46.8,  53.2,   0.4,  17.2,   9.9
Rockland,02510000,     975,  19.6,"      2,343",  48.1,  51.9,   3.4,  15.4,  30.8
Rockport,02520000,     633,  16.7,        961,  47.9,  52.1,   0.4,  14.5,  16.5
Rowe,02530000,      26,  11.7,         54,  51.9,  48.1,   0.0,  24.1,  13.0
Roxbury Preparatory Charter (District),04840000,     243,  24.7,"      1,126",  51.2,  48.8,  13.7,  16.5,  53.9
Sabis International Charter (District),04410000,     548,  25.6,"      1,565",  51.1,  48.9,   3.1,  12.8,  33.7
Salem,02580000,"   1,987",  15.5,"      3,934",  48.0,  52.0,  14.4,  21.7,  45.4
Salem Academy Charter (District),04850000,     227,  18.0,        429,  55.7,  44.3,   3.7,  17.0,  32.2
Sandwich,02610000,"   1,207",  18.3,"      2,782",  48.6,  51.4,   0.7,  16.5,  13.9
Saugus,02620000,"   1,402",  16.5,"      2,711",  49.8,  50.2,   4.6,  15.5,  25.1
Savoy,02630000,      37,   6.7,         48,  58.3,  41.7,   0.0,  20.8,  52.1
Scituate,02640000,"   1,510",  18.8,"      3,033",  49.7,  50.3,   0.6,  13.8,   8.9
Seekonk,02650000,     785,  17.4,"      1,987",  50.9,  49.1,   2.4,  16.6,  14.9
Seven Hills Charter Public (District),04860000,     261,  26.7,        679,  47.1,  52.9,  24.3,  14.3,  53.2
Sharon,02660000,"   1,578",  18.3,"      3,540",  48.0,  52.0,   3.1,  12.9,   6.6
Shawsheen Valley Regional Vocational Technical,08710000,     574,  16.7,"      1,334",  42.6,  57.4,   0.0,  23.3,  12.2
Sherborn,02690000,     148,  20.3,        407,  47.7,  52.3,   2.2,   9.8,   3.4
Shrewsbury,02710000,"   2,498",  20.2,"      6,093",  49.9,  50.1,   3.3,  13.7,   9.0
Shutesbury,02720000,      41,  14.7,        131,  51.9,  48.1,   0.8,  16.8,  20.6
Silver Hill Horace Mann Charter (District),04770000,     240,  21.7,        576,  48.3,  51.7,   3.8,  17.9,  23.4
Silver Lake,07600000,     765,  19.5,"      1,918",  48.3,  51.7,   0.0,  16.3,  14.1
Sizer School: A North Central Charter Essential (District),04740000,     395,  12.1,        356,  53.7,  46.3,   2.0,  21.9,  28.1
Somerset,02730000,     892,  21.4,"      1,766",  48.0,  52.0,   0.1,  12.3,  18.2
Somerset Berkley Regional School District,07630000,     586,  13.9,        955,  52.5,  47.5,   0.1,  10.8,  11.7
Somerville,02740000,"   1,830",  16.4,"      4,997",  46.4,  53.6,  19.5,  21.4,  40.2
South Hadley,02780000,     638,  15.1,"      1,833",  50.5,  49.5,   2.8,  16.0,  23.5
South Middlesex Regional Vocational Technical,08290000,     456,  13.4,        685,  42.8,  57.2,   5.7,  44.1,  38.2
South Shore Charter Public (District),04880000,     284,  18.0,        609,  48.9,  51.1,  10.0,  14.8,  12.0
South Shore Regional Vocational Technical,08730000,     514,  13.0,        621,  35.7,  64.3,   0.0,  28.3,  20.8
Southampton,02750000,     185,  18.6,        525,  48.4,  51.6,   2.3,  21.1,  12.8
Southborough,02760000,     465,  17.8,"      1,322",  48.3,  51.7,   6.6,  13.6,   4.0
Southbridge,02770000,     969,  17.6,"      2,226",  48.2,  51.8,  17.3,  21.2,  63.0
Southeastern Regional Vocational Technical,08720000,     631,  16.1,"      1,353",  47.4,  52.6,   0.9,  22.8,  36.4
Southern Berkshire,07650000,     606,  12.6,        767,  47.6,  52.4,   1.4,  14.3,  27.2
Southern Worcester County Regional Vocational Technical,08760000,     883,  13.9,"      1,118",  40.7,  59.3,   0.0,  17.7,  24.0
Southwick-Tolland-Granville Regional School District,07660000,     855,  15.8,"      1,629",  49.0,  51.0,   1.6,  20.1,  19.3
Spencer-E Brookfield,07670000,     617,  17.7,"      1,556",  46.6,  53.4,   0.9,  19.5,  29.9
Springfield,02810000,"  15,377",  16.8,"     25,441",  47.8,  52.2,  14.9,  20.0,  72.1
Springfield Preparatory Charter School (District),35100000,      20,  27.0,        108,  52.8,  47.2,  24.1,   6.5,  69.4
Stoneham,02840000,"   1,137",  16.5,"      2,373",  49.6,  50.4,   3.6,  17.7,  15.2
Stoughton,02850000,"   1,961",  17.1,"      3,695",  48.0,  52.0,   4.1,  15.3,  24.6
Sturbridge,02870000,     245,  23.1,        958,  44.1,  55.9,   0.0,  11.8,  14.2
Sturgis Charter Public (District),04890000,     431,  14.1,        802,  59.1,  40.9,   0.0,  11.6,  11.6
Sudbury,02880000,     992,  21.5,"      2,859",  47.0,  53.0,   0.9,  15.9,   5.0
Sunderland,02890000,      78,  15.5,        239,  43.1,  56.9,   8.4,  18.8,  26.8
Sutton,02900000,     502,  21.3,"      1,479",  49.6,  50.4,   1.0,  17.0,   8.2
Swampscott,02910000,"   1,276",  17.1,"      2,297",  49.7,  50.3,   3.3,  13.8,  13.7
Swansea,02920000,"   1,278",  16.8,"      2,042",  48.8,  51.2,   0.7,  12.1,  19.0
TEC Connections Academy Commonwealth Virtual School District,39020000,     383,  25.7,"      1,014",  58.6,  41.4,   0.6,  20.6,  36.7
Tantasqua,07700000,"   1,262",  14.5,"      1,813",  50.0,  50.0,   0.0,  10.6,  16.2
Taunton,02930000,"   3,169",  20.9,"      8,148",  48.8,  51.2,   3.9,  18.9,  40.6
Tewksbury,02950000,"   1,403",  20.6,"      3,595",  48.8,  51.2,   0.9,  15.9,  13.1
Tisbury,02960000,     229,  13.1,        337,  48.1,  51.9,  22.0,  14.8,  23.7
Topsfield,02980000,     183,  15.4,        640,  49.8,  50.2,   0.6,  20.0,   5.0
Tri County Regional Vocational Technical,08780000,     595,  16.8,        999,  43.2,  56.8,   0.4,  26.9,  19.0
Triton,07730000,"   1,353",  18.5,"      2,651",  49.1,  50.9,   0.6,  15.1,  17.6
Truro,03000000,      87,  14.4,        121,  51.2,  48.8,   0.0,  16.5,  26.4
Tyngsborough,03010000,"   1,057",  18.0,"      1,744",  49.0,  51.0,   1.3,  14.6,  12.0
UP Academy Charter School of Boston (District),04800000,     128,  22.3,        453,  49.4,  50.6,  23.0,  20.3,  61.6
UP Academy Charter School of Dorchester (District),35050000,     192,  21.9,        655,  51.1,  48.9,  18.2,  21.7,  62.9
Up-Island Regional,07740000,     184,  15.3,        387,  43.7,  56.3,   4.1,  24.3,  17.8
Upper Cape Cod Regional Vocational Technical,08790000,     333,  15.2,        686,  39.1,  60.9,   0.0,  17.8,  23.2
Uxbridge,03040000,     668,  19.8,"      1,857",  47.4,  52.6,   1.1,  15.1,  17.3
Veritas Preparatory Charter School (District),04980000,      72,  26.2,        293,  50.5,  49.5,   9.2,  16.0,  64.8
Wachusett,07750000,"   3,237",  18.6,"      7,378",  49.3,  50.7,   1.9,  13.6,   8.7
Wakefield,03050000,"   1,352",  18.6,"      3,509",  49.7,  50.3,   1.7,  16.1,  11.8
Wales,03060000,      39,  20.2,        166,  49.4,  50.6,   0.0,  15.1,  29.5
Walpole,03070000,"   1,355",  19.6,"      3,890",  49.7,  50.3,   2.6,  13.5,   9.0
Waltham,03080000,"   3,133",  17.0,"      5,604",  47.4,  52.6,  19.0,  18.3,  26.8
Ware,03090000,     400,  20.8,"      1,305",  48.7,  51.3,   1.0,  16.8,  46.0
Wareham,03100000,"   1,733",  16.6,"      2,584",  47.5,  52.5,   0.9,  24.1,  46.0
Watertown,03140000,"   1,078",  16.1,"      2,712",  49.0,  51.0,  10.9,  20.6,  24.2
Wayland,03150000,"   1,148",  16.9,"      2,671",  49.1,  50.9,   2.1,  18.3,   5.0
Webster,03160000,     648,  21.2,"      1,898",  49.3,  50.7,   5.2,  18.8,  48.5
Wellesley,03170000,"   2,046",  17.7,"      5,119",  50.6,  49.4,   2.1,  15.2,   5.9
Wellfleet,03180000,      81,  13.4,        118,  56.8,  43.2,   0.8,  21.2,  28.0
West Boylston,03220000,     537,  16.2,        924,  51.4,  48.6,   2.3,  14.4,  17.2
West Bridgewater,03230000,     821,  19.1,"      1,323",  51.3,  48.7,   0.2,   9.4,  14.8
West Springfield,03320000,"   1,779",  16.5,"      4,107",  48.0,  52.0,   9.6,  19.1,  42.8
Westborough,03210000,"   1,913",  17.3,"      3,738",  48.6,  51.4,   8.8,  15.9,   7.8
Westfield,03250000,"   2,841",  17.9,"      5,665",  49.0,  51.0,   4.5,  18.5,  34.2
Westford,03260000,"   2,163",  19.0,"      5,215",  49.2,  50.8,   1.3,  13.0,   4.6
Westhampton,03270000,      50,  17.9,        140,  54.3,  45.7,   0.7,  25.7,   7.9
Weston,03300000,"   1,201",  15.5,"      2,203",  48.8,  51.2,   4.2,  16.9,   4.2
Westport,03310000,     767,  17.6,"      1,526",  45.8,  54.2,   1.0,  16.7,  20.1
Westwood,03350000,"   1,403",  18.6,"      3,178",  49.7,  50.3,   0.7,  17.4,   4.5
Weymouth,03360000,"   2,461",  18.9,"      6,584",  48.6,  51.4,   3.7,  16.3,  25.0
Whately,03370000,      45,  13.4,        132,  47.0,  53.0,   0.0,  15.9,  23.5
Whitman-Hanson,07800000,"   1,790",  21.9,"      4,098",  48.0,  52.0,   0.3,  14.4,  18.5
Whittier Regional Vocational Technical,08850000,     693,  13.8,"      1,327",  45.5,  54.5,   0.7,  23.7,  25.4
Williamsburg,03400000,      71,  17.8,        170,  48.8,  51.2,   1.8,  16.5,  17.6
Williamstown,03410000,     193,  17.3,        453,  47.5,  52.5,   0.0,  11.3,  18.1
Wilmington,03420000,"   1,792",  17.7,"      3,387",  49.3,  50.7,   1.0,  16.7,   8.9
Winchendon,03430000,     507,  18.5,"      1,317",  45.8,  54.2,   1.5,  21.2,  38.0
Winchester,03440000,"   2,410",  19.4,"      4,592",  49.8,  50.2,   3.6,  16.6,   4.6
Winthrop,03460000,     708,  20.6,"      1,999",  49.1,  50.9,   6.8,  18.0,  25.7
Woburn,03470000,"   2,773",  17.3,"      4,792",  50.0,  50.0,   5.1,  17.6,  24.4
Worcester,03480000,"  10,147",  16.7,"     25,388",  48.5,  51.5,  37.2,  18.9,  55.9
Worthington,03490000,      43,   5.9,         52,  57.7,  42.3,   0.0,  17.3,  32.7
Wrentham,03500000,     433,  19.3,"      1,078",  47.1,  52.9,   1.1,  15.1,   8.7
State Totals,00000000," 443,158",  18.0,"    961,574",  48.7,  51.3,   9.1,  17.0,  29.1
