2019-20 Class Size by Gender and Selected Population ,,,,,,,,,
District Name,District Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Norton,02180000,"   1,166",  19.0,"      2,439",  50.1,  49.9,  20.1,   1.7,  20.8
Norwell,02190000,"   1,052",  16.9,"      2,219",  48.3,  51.7,   4.8,   0.2,  15.8
Norwood,02200000,"   1,281",  16.9,"      3,530",  49.5,  50.5,  28.9,  13.1,  21.1
Oak Bluffs,02210000,     245,  15.5,        437,  50.1,  49.9,  29.1,  19.2,  23.8
Old Colony Regional Vocational Technical,08550000,     249,  16.7,        556,  35.6,  64.2,  17.6,   0.0,  22.7
Old Rochester,07400000,     654,  17.3,"      1,176",  48.1,  51.9,  13.5,   0.2,  12.8
Old Sturbridge Academy Charter Public School (District),35150000,      50,  19.9,        239,  49.4,  50.6,  27.2,   3.4,  22.6
Orange,02230000,     221,  21.6,        562,  47.3,  52.7,  62.5,   1.1,  28.7
Orleans,02240000,     132,  16.7,        199,  53.3,  46.7,  28.6,   9.6,  19.1
Oxford,02260000,     631,  18.7,"      1,608",  49.5,  50.4,  35.1,   0.5,  16.4
Palmer,02270000,     771,  15.2,"      1,289",  49.0,  51.1,  46.0,   3.7,  18.8
Pathfinder Regional Vocational Technical,08600000,     538,  12.2,        625,  38.4,  61.0,  35.0,   0.0,  28.2
Paulo Freire Social Justice Charter School (District),35010000,     202,  14.8,        279,  56.3,  43.7,  81.0,  10.0,  28.0
Peabody,02290000,"   2,776",  19.0,"      6,060",  49.2,  50.8,  34.3,   9.5,  18.9
Pelham,02300000,      47,  17.0,        125,  44.8,  55.2,  19.2,   2.4,  23.2
Pembroke,02310000,"   1,158",  18.8,"      2,723",  48.3,  51.6,  14.0,   1.5,  14.7
Pentucket,07450000,"   1,312",  17.3,"      2,381",  46.8,  53.1,  11.7,   0.3,  21.5
Petersham,02340000,      24,  17.3,        131,  55.0,  45.0,  27.5,   2.3,  23.7
Phoenix Academy Public Charter High School Lawrence (District),35180000,      25,  20.0,        174,  38.5,  60.9,  78.2,  21.3,  24.1
Phoenix Academy Public Charter High School Springfield (District),35080000,      34,  27.2,        189,  47.1,  52.9,  89.4,  14.3,  31.2
Phoenix Charter Academy (District),04930000,      47,  17.7,        209,  51.2,  48.8,  53.6,  62.2,  12.0
Pioneer Charter School of Science (District),04940000,     363,  18.3,        800,  51.4,  48.6,  38.1,  22.3,   9.8
Pioneer Charter School of Science II (PCSS-II) (District),35060000,     161,  17.1,        357,  54.6,  45.4,  27.7,  20.2,  15.7
Pioneer Valley,07500000,     447,  12.8,        694,  50.7,  49.3,  24.8,   0.1,  21.6
Pioneer Valley Chinese Immersion Charter (District),04970000,     316,  16.9,        537,  51.4,  48.2,  19.0,   3.4,  12.5
Pioneer Valley Performing Arts Charter Public (District),04790000,     346,  12.5,        398,  67.6,  32.2,  31.9,   0.3,  24.1
Pittsfield,02360000,"   2,444",  14.7,"      5,275",  48.6,  51.3,  54.9,   5.3,  21.8
Plainville,02380000,     132,  20.3,        719,  48.5,  51.5,  20.2,   4.0,  20.3
Plymouth,02390000,"   5,058",  16.7,"      7,431",  47.8,  52.2,  25.5,   2.8,  20.3
Plympton,02400000,     104,  15.4,        216,  47.2,  52.8,  12.5,   0.5,  15.7
Prospect Hill Academy Charter (District),04870000,     461,  20.8,"      1,112",  49.3,  50.7,  45.9,  13.9,  16.0
Provincetown,02420000,      63,  12.6,        137,  54.7,  45.3,  41.6,  24.8,  20.4
Quabbin,07530000,     935,  19.5,"      2,160",  49.4,  50.6,  27.2,   0.3,  18.4
Quaboag Regional,07780000,     577,  17.2,"      1,255",  48.6,  51.3,  40.3,   1.4,  18.3
Quincy,02430000,"   5,087",  16.2,"      9,728",  48.1,  51.9,  37.0,  16.7,  18.6
Ralph C Mahar,07550000,     637,  14.0,        640,  46.9,  53.0,  42.7,   0.6,  21.4
Randolph,02440000,"   1,147",  18.5,"      2,884",  45.6,  54.4,  51.9,  18.3,  20.8
Reading,02460000,"   1,495",  18.8,"      4,167",  47.9,  52.0,   7.6,   1.4,  18.0
Revere,02480000,"   3,563",  19.2,"      7,607",  48.8,  51.2,  51.7,  24.6,  15.4
Richmond,02490000,     120,  16.6,        172,  47.7,  52.3,  28.5,   0.0,  17.4
Rising Tide Charter Public (District),04830000,     294,  18.7,        645,  51.0,  49.0,  13.0,   0.5,  19.8
River Valley Charter (District),04820000,     110,  15.9,        288,  55.9,  43.8,   6.3,   0.0,  17.0
Rochester,02500000,     240,  19.4,        512,  47.5,  52.5,  17.0,   0.2,  20.1
Rockland,02510000,"   1,106",  18.6,"      2,344",  48.9,  51.1,  38.5,   8.2,  17.1
Rockport,02520000,     505,  14.5,        851,  47.7,  52.3,  20.3,   0.9,  20.5
Rowe,02530000,      25,  15.0,         73,  45.2,  54.8,  38.4,   0.0,  32.9
Roxbury Preparatory Charter (District),04840000,     380,  25.2,"      1,598",  46.9,  53.1,  65.3,  14.2,  16.6
Sabis International Charter (District),04410000,     491,  26.5,"      1,572",  50.5,  49.6,  42.9,   7.2,  15.0
Salem,02580000,"   1,940",  16.0,"      3,696",  48.0,  52.0,  50.9,  13.7,  24.0
Salem Academy Charter (District),04850000,     234,  19.4,        490,  51.2,  48.6,  35.3,   4.3,  16.7
Sandwich,02610000,"   1,261",  18.0,"      2,492",  50.7,  49.3,  18.0,   1.1,  18.6
Saugus,02620000,"   1,242",  17.4,"      2,618",  47.8,  52.2,  34.6,   6.5,  17.8
Savoy,02630000,      61,   8.1,         58,  46.6,  53.5,  44.8,   0.0,  19.0
Scituate,02640000,"   1,451",  19.2,"      2,989",  49.5,  50.5,  10.3,   0.4,  13.3
Seekonk,02650000,     865,  17.3,"      2,093",  49.5,  50.5,  13.9,   3.3,  17.5
Seven Hills Charter Public (District),04860000,     234,  24.7,        666,  51.5,  48.5,  64.0,  27.0,  13.7
Sharon,02660000,"   1,657",  18.3,"      3,638",  48.7,  51.2,   9.3,   3.9,  14.0
Shawsheen Valley Regional Vocational Technical,08710000,     737,  15.1,"      1,260",  40.4,  59.6,  14.0,   0.0,  26.6
Sherborn,02690000,     173,  19.8,        404,  47.3,  52.7,   2.2,   3.2,  16.8
Shrewsbury,02710000,"   2,556",  20.5,"      6,316",  49.8,  50.2,  12.4,   3.2,  14.7
Shutesbury,02720000,      55,  15.8,        127,  59.1,  40.9,  35.4,   0.0,  18.9
Silver Lake,07600000,     807,  17.6,"      1,772",  47.7,  52.3,  17.0,   0.7,  17.3
Sizer School: A North Central Charter Essential (District),04740000,     220,  13.3,        361,  44.9,  54.9,  36.3,   0.8,  24.1
Somerset,02730000,     896,  21.5,"      1,763",  48.7,  51.3,  24.1,   1.1,  18.1
Somerset Berkley Regional School District,07630000,     567,  15.2,"      1,033",  48.8,  51.2,  15.6,   0.2,  12.5
Somerville,02740000,"   2,034",  15.8,"      4,940",  47.4,  52.5,  43.4,  21.8,  18.9
South Hadley,02780000,     742,  16.5,"      1,923",  50.6,  49.4,  28.6,   4.3,  19.8
South Middlesex Regional Vocational Technical,08290000,     496,  13.9,        780,  41.0,  59.0,  49.5,  16.0,  41.9
South Shore Charter Public (District),04880000,     505,  17.9,"      1,003",  48.4,  51.4,  23.1,  10.6,  18.1
South Shore Regional Vocational Technical,08730000,     415,  15.6,        636,  31.0,  69.0,  23.3,   0.8,  28.3
Southampton,02750000,     178,  17.7,        489,  50.3,  49.7,  13.3,   2.0,  22.1
Southborough,02760000,     508,  15.2,"      1,315",  46.8,  53.2,   6.5,   7.7,  17.0
Southbridge,02770000,     850,  17.8,"      1,970",  48.2,  51.8,  72.2,  17.7,  20.3
Southeastern Regional Vocational Technical,08720000,     807,  15.5,"      1,445",  50.9,  49.0,  35.9,   2.4,  13.5
Southern Berkshire,07650000,     520,  12.8,        679,  49.0,  50.7,  33.1,   2.4,  17.5
Southern Worcester County Regional Vocational Technical,08760000,     986,  14.0,"      1,152",  41.8,  58.3,  23.6,   0.4,  12.8
Southwick-Tolland-Granville Regional School District,07660000,     780,  16.2,"      1,502",  49.4,  50.6,  25.3,   3.2,  16.9
Spencer-E Brookfield,07670000,     591,  16.4,"      1,440",  46.7,  53.3,  39.7,   4.0,  21.9
Springfield,02810000,"  15,138",  16.7,"     25,313",  47.8,  52.2,  79.7,  16.3,  24.3
Springfield Preparatory Charter School (District),35100000,      74,  33.7,        325,  46.5,  53.5,  69.2,  14.8,  21.2
Stoneham,02840000,"   1,260",  17.3,"      2,395",  48.6,  51.3,  18.0,   4.1,  19.9
Stoughton,02850000,"   2,035",  16.6,"      3,563",  47.7,  52.3,  34.8,   7.0,  17.0
Sturbridge,02870000,     236,  22.6,        906,  46.1,  53.9,  16.9,   2.9,  14.2
Sturgis Charter Public (District),04890000,     529,  14.5,        848,  54.8,  44.8,  12.3,   0.7,  15.2
Sudbury,02880000,"   1,626",  20.0,"      2,686",  48.6,  51.3,   5.6,   2.6,  18.7
Sunderland,02890000,     155,  15.5,        225,  47.6,  52.4,  36.9,   9.8,  21.3
Sutton,02900000,     545,  19.3,"      1,372",  48.7,  51.3,  13.1,   1.8,  18.2
Swampscott,02910000,"   1,206",  17.4,"      2,243",  49.4,  50.5,  17.6,   5.4,  17.1
Swansea,02920000,     960,  18.7,"      2,100",  48.8,  51.2,  22.1,   0.5,  11.8
TEC Connections Academy Commonwealth Virtual School District,39020000,     531,  42.2,"      2,347",  58.8,  41.2,  46.0,   1.2,  19.6
Tantasqua,07700000,"   1,277",  14.7,"      1,791",  49.8,  50.2,  20.9,   0.6,   9.8
Taunton,02930000,"   3,273",  19.6,"      8,207",  49.6,  50.4,  47.7,   6.0,  19.8
Tewksbury,02950000,"   1,422",  19.9,"      3,349",  50.0,  49.9,  15.5,   1.5,  16.7
Tisbury,02960000,     192,  14.1,        305,  48.5,  51.5,  38.4,  24.9,  15.1
Topsfield,02980000,     204,  16.6,        645,  51.3,  48.7,   4.7,   0.2,  18.6
Tri-County Regional Vocational Technical,08780000,     825,  15.7,        974,  40.4,  59.5,  18.2,   0.0,  29.0
Triton,07730000,"   1,188",  17.8,"      2,352",  48.3,  51.7,  22.4,   1.2,  16.5
Truro,03000000,      71,  13.2,        114,  47.4,  52.6,  32.5,   0.9,  18.4
Tyngsborough,03010000,"   1,033",  17.9,"      1,656",  49.2,  50.9,  14.5,   4.1,  17.0
UP Academy Charter School of Boston (District),04800000,     141,  19.5,        411,  48.2,  51.8,  74.2,  23.8,  24.3
UP Academy Charter School of Dorchester (District),35050000,     165,  22.3,        697,  49.8,  50.2,  68.6,  28.1,  16.6
Up-Island Regional,07740000,     191,  16.7,        409,  45.5,  54.5,  24.2,   5.6,  20.3
Upper Cape Cod Regional Vocational Technical,08790000,     356,  14.1,        692,  36.6,  63.4,  27.2,   0.0,  22.0
Uxbridge,03040000,     670,  17.5,"      1,681",  46.0,  54.0,  21.1,   2.3,  17.3
Veritas Preparatory Charter School (District),04980000,     159,  24.8,        371,  54.2,  45.8,  75.2,   3.0,  23.2
Wachusett,07750000,"   3,185",  18.1,"      7,100",  49.7,  50.3,  12.0,   1.8,  15.2
Wakefield,03050000,"   1,419",  18.4,"      3,504",  48.8,  51.1,  13.0,   2.5,  16.9
Wales,03060000,      39,  18.7,        140,  46.4,  53.6,  35.0,   0.7,  22.1
Walpole,03070000,"   1,395",  18.8,"      3,748",  48.6,  51.4,  12.4,   3.8,  14.3
Waltham,03080000,"   3,468",  16.1,"      5,815",  46.9,  53.1,  38.4,  22.2,  16.0
Ware,03090000,     424,  18.5,"      1,162",  48.0,  52.0,  53.4,   1.0,  19.7
Wareham,03100000,"   1,357",  14.3,"      2,144",  49.5,  50.4,  54.0,   1.2,  25.3
Watertown,03140000,"   1,490",  16.6,"      2,717",  48.6,  51.4,  27.5,  13.3,  18.2
Wayland,03150000,"   1,384",  16.8,"      2,721",  50.1,  49.9,   5.9,   3.2,  18.2
Webster,03160000,     735,  18.0,"      1,824",  48.7,  51.2,  58.7,  10.9,  20.6
Wellesley,03170000,"   2,443",  17.8,"      4,908",  50.9,  49.1,   5.7,   2.1,  15.8
Wellfleet,03180000,      69,  15.8,        104,  46.2,  53.9,  30.8,   1.0,  14.4
West Boylston,03220000,     565,  15.5,        912,  51.1,  48.9,  22.5,   3.8,  17.2
West Bridgewater,03230000,     803,  19.4,"      1,381",  51.2,  48.8,  17.5,   1.3,  10.4
West Springfield,03320000,"   1,814",  17.3,"      4,139",  49.0,  51.0,  48.3,  11.4,  18.2
Westborough,03210000,"   2,020",  17.2,"      3,968",  49.1,  50.8,  11.6,  13.2,  15.6
Westfield,03250000,"   2,874",  16.8,"      5,308",  48.0,  52.0,  39.8,   5.5,  20.6
Westford,03260000,"   2,275",  17.8,"      4,970",  49.2,  50.7,   6.0,   1.9,  15.2
Westhampton,03270000,      57,  15.8,        121,  46.3,  53.7,  19.0,   0.8,  24.0
Weston,03300000,"   1,038",  16.3,"      2,047",  48.9,  51.1,   5.9,   3.6,  17.2
Westport,03310000,     783,  16.5,"      1,430",  46.3,  53.7,  24.8,   0.9,  18.2
Westwood,03350000,"   1,432",  17.2,"      3,032",  49.4,  50.6,   5.5,   1.0,  18.8
Weymouth,03360000,"   2,349",  18.1,"      5,900",  49.8,  50.2,  32.6,   5.5,  20.4
Whately,03370000,      87,  15.3,        129,  48.8,  51.2,  17.8,   3.9,  14.7
Whitman-Hanson,07800000,"   1,375",  21.6,"      3,798",  48.5,  51.6,  20.6,   1.1,  15.4
Whittier Regional Vocational Technical,08850000,     604,  15.3,"      1,247",  46.0,  53.8,  31.1,   1.6,  19.8
Williamsburg,03400000,      63,  19.0,        144,  52.8,  47.2,  25.7,   1.4,  19.4
Wilmington,03420000,"   1,812",  17.7,"      3,167",  48.6,  51.4,  10.1,   0.9,  16.3
Winchendon,03430000,     439,  17.9,"      1,237",  46.7,  53.4,  45.1,   1.2,  21.7
Winchester,03440000,"   2,433",  19.3,"      4,722",  50.0,  50.0,   5.4,   3.1,  15.7
Winthrop,03460000,     698,  20.5,"      1,998",  51.1,  48.9,  29.3,   7.1,  14.9
Woburn,03470000,"   2,711",  16.8,"      4,544",  50.3,  49.7,  30.2,   9.2,  17.4
Worcester,03480000,"  12,857",  15.6,"     25,186",  48.6,  51.4,  61.9,  32.4,  20.0
Worthington,03490000,      50,  10.6,         94,  48.9,  51.1,  38.3,   0.0,  20.2
Wrentham,03500000,     422,  18.2,        967,  48.4,  51.6,  10.1,   2.5,  19.7
State Totals,00000000," 461,437",  17.9,"    959,931",  48.6,  51.4,  34.4,  10.8,  18.2
