2014-15 Class Size by Gender and Selected Population ,,,,,,,,,
District Name,District Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Northeast Metropolitan Regional Vocational Technical,08530000,     887,  20.1,"      1,271",  45.4,  54.6,   1.4,  24.5,  26.8
Northern Berkshire Regional Vocational Technical,08510000,     409,  13.5,        504,  37.9,  62.1,   0.0,  13.3,  23.4
Norton,02180000,"   1,235",  18.3,"      2,580",  48.8,  51.2,   0.5,  18.8,  13.8
Norwell,02190000,"   1,033",  18.6,"      2,269",  49.3,  50.7,   0.3,  13.3,   4.5
Norwood,02200000,"   1,377",  17.4,"      3,528",  48.9,  51.1,   6.2,  18.2,  20.5
Oak Bluffs,02210000,     227,  14.5,        408,  52.7,  47.3,  11.5,  19.9,  21.3
Old Colony Regional Vocational Technical,08550000,     422,  13.0,        574,  43.2,  56.8,   0.0,  22.1,  15.9
Old Rochester,07400000,     634,  18.9,"      1,260",  50.2,  49.8,   0.1,  13.4,  10.0
Orange,02230000,     350,  17.2,        650,  47.1,  52.9,   0.0,  23.1,  46.0
Orleans,02240000,     169,  17.2,        225,  44.9,  55.1,   2.2,  14.7,  20.9
Oxford,02260000,     788,  17.3,"      1,910",  48.1,  51.9,   0.3,  14.3,  29.0
Palmer,02270000,     825,  15.2,"      1,473",  47.3,  52.7,   1.2,  18.0,  33.2
Pathfinder Regional Vocational Technical,08600000,     397,  11.6,        611,  41.4,  58.6,   0.0,  25.2,  31.6
Paulo Freire Social Justice Charter School (District),35010000,     167,  14.2,        255,  56.1,  43.9,   9.0,  17.6,  57.3
Peabody,02290000,"   1,973",  12.1,"      2,705",  48.6,  51.4,   8.9,  21.9,  31.5
Pelham,02300000,      39,  17.4,        121,  52.1,  47.9,   0.0,  22.3,  11.6
Pembroke,02310000,"   1,229",  20.3,"      3,220",  48.1,  51.9,   0.5,  12.5,  11.6
Pentucket,07450000,"   1,043",  17.5,"      2,722",  49.2,  50.8,   0.1,  17.3,   9.7
Petersham,02340000,      35,  16.5,        117,  51.3,  48.7,   0.0,  17.1,  15.4
Phoenix Academy Public Charter High School Springfield (District),35080000,     280,  14.2,        183,  56.8,  43.2,  17.5,  25.7,  62.3
Phoenix Charter Academy,04930000,     464,  12.2,        278,  45.7,  54.3,  31.7,  18.3,  30.6
Pioneer Charter School of Science,04940000,     180,  17.2,        354,  50.3,  49.7,   5.1,   9.6,  29.7
Pioneer Charter School of Science II (PCSS-II) (District),35060000,     102,  19.1,        228,  48.2,  51.8,   7.5,  11.8,  24.6
Pioneer Valley,07500000,     567,  13.4,        932,  48.8,  51.2,   0.0,  15.9,  20.2
Pioneer Valley Chinese Immersion Charte,04970000,     179,  19.5,        388,  56.4,  43.6,   3.9,   7.0,  15.2
Pioneer Valley Performing Arts Charter Public,04790000,     417,  12.4,        401,  63.8,  36.2,   0.0,  18.7,  14.7
Pittsfield,02360000,"   2,352",  15.2,"      5,715",  49.1,  50.9,   4.2,  20.4,  43.6
Plainville,02380000,     156,  20.1,        749,  46.2,  53.8,   2.9,  17.2,  14.6
Plymouth,02390000,"   4,495",  17.5,"      7,803",  48.4,  51.6,   0.9,  18.4,  20.7
Plympton,02400000,     105,  15.2,        220,  51.4,  48.6,   0.0,  15.5,  18.2
Prospect Hill Academy Charter,04870000,     465,  21.6,"      1,153",  50.3,  49.7,  10.5,  15.7,  36.6
Provincetown,02420000,     109,  11.7,        120,  49.2,  50.8,   5.0,  23.3,  35.0
Quabbin,07530000,     969,  17.9,"      2,450",  51.4,  48.6,   0.2,  19.1,  20.7
Quaboag Regional,07780000,     612,  18.3,"      1,411",  49.1,  50.9,   2.1,  15.7,  31.6
Quincy,02430000,"   4,524",  16.6,"      9,251",  47.2,  52.8,  12.7,  16.3,  34.4
Ralph C Mahar,07550000,     755,  13.5,        712,  48.5,  51.5,   0.3,  16.6,  33.8
Randolph,02440000,"   1,236",  18.5,"      3,023",  46.0,  54.0,  14.1,  22.3,  37.9
Reading,02460000,"   1,588",  19.2,"      4,439",  48.1,  51.9,   0.8,  17.3,   7.0
Revere,02480000,"   4,606",  20.0,"      7,145",  50.2,  49.8,  16.8,  13.5,  37.9
Richmond,02490000,     110,  15.2,        161,  59.0,  41.0,   0.0,   2.5,  13.0
Rising Tide Charter Public,04830000,     332,  17.8,        590,  52.5,  47.5,   0.0,  12.2,   8.8
River Valley Charter,04820000,      69,  19.2,        287,  56.4,  43.6,   0.0,  16.4,   5.9
Rochester,02500000,     167,  19.9,        488,  47.3,  52.7,   0.6,  20.3,  14.5
Rockland,02510000,     927,  20.3,"      2,338",  47.8,  52.2,   2.7,  15.9,  27.8
Rockport,02520000,     623,  17.1,        967,  47.5,  52.5,   0.4,  15.8,  17.1
Rowe,02530000,      26,  15.3,         69,  55.1,  44.9,   0.0,  20.3,  26.1
Roxbury Preparatory Charter,04840000,     142,  39.7,        863,  50.4,  49.6,  12.7,  15.6,  52.7
Sabis International Charter,04410000,     567,  25.5,"      1,564",  51.6,  48.4,   2.8,  12.9,  32.0
Salem,02580000,"   2,207",  15.8,"      4,274",  48.4,  51.6,  12.3,  21.1,  43.8
Salem Academy Charter,04850000,     204,  17.2,        379,  51.7,  48.3,   0.8,  16.6,  28.5
Sandwich,02610000,"   1,035",  18.1,"      2,892",  48.4,  51.6,   0.3,  14.9,  12.8
Saugus,02620000,"   1,441",  17.7,"      2,761",  50.1,  49.9,   3.5,  15.5,  24.9
Savoy,02630000,      59,   6.5,         46,  56.5,  43.5,   0.0,  21.7,  37.0
Scituate,02640000,"   1,464",  18.8,"      3,100",  50.6,  49.4,   0.5,  13.8,   9.5
Seekonk,02650000,     774,  17.9,"      1,960",  51.6,  48.4,   1.7,  14.9,  13.7
Seven Hills Charter Public,04860000,     277,  26.3,        663,  49.2,  50.8,  22.6,  12.8,  50.1
Sharon,02660000,"   1,587",  17.9,"      3,515",  47.9,  52.1,   2.7,  12.5,   6.4
Shawsheen Valley Regional Vocational Technical,08710000,     577,  16.8,"      1,362",  41.4,  58.6,   0.0,  23.3,  10.1
Sherborn,02690000,     141,  19.5,        398,  48.2,  51.8,   2.8,  12.8,   5.3
Shrewsbury,02710000,"   2,395",  20.3,"      6,052",  49.7,  50.3,   3.0,  13.6,   7.9
Shutesbury,02720000,      48,  15.4,        156,  53.8,  46.2,   0.6,  19.2,  19.2
Silver Hill Horace Mann Charter,04770000,     286,  20.9,        582,  48.8,  51.2,   3.6,  14.9,  24.7
Silver Lake,07600000,     756,  19.8,"      1,918",  48.0,  52.0,   0.1,  16.3,  13.6
Somerset,02730000,     625,  22.0,"      1,883",  47.8,  52.2,   0.2,  13.1,  17.8
Somerset Berkley Regional School District,07630000,     632,  13.6,        919,  50.3,  49.7,   0.1,  10.9,  12.3
Somerville,02740000,"   1,942",  16.4,"      4,992",  46.8,  53.2,  18.4,  21.6,  36.7
South Hadley,02780000,     655,  16.0,"      1,906",  50.9,  49.1,   2.4,  15.8,  23.3
South Middlesex Regional Vocational Technical,08290000,     453,  13.3,        674,  44.4,  55.6,   4.5,  42.6,  35.0
South Shore Charter Public,04880000,     275,  17.4,        586,  48.3,  51.7,   8.0,  14.8,   9.4
South Shore Regional Vocational Technical,08730000,     374,  13.0,        582,  36.1,  63.9,   0.0,  28.0,  19.2
Southampton,02750000,     132,  18.8,        546,  48.5,  51.5,   2.4,  20.7,  14.1
Southborough,02760000,     518,  16.7,"      1,338",  48.7,  51.3,   6.4,  13.2,   2.8
Southbridge,02770000,     896,  18.2,"      2,290",  48.1,  51.9,  13.7,  20.0,  59.7
Southeastern Regional Vocational Technical,08720000,     766,  16.3,"      1,344",  47.2,  52.8,   1.3,  22.3,  32.7
Southern Berkshire,07650000,     644,  12.3,        773,  48.5,  51.5,   1.6,  14.6,  27.7
Southern Worcester County Regional Vocational Technical,08760000,     943,  14.3,"      1,129",  40.7,  59.3,   0.0,  18.2,  21.0
Southwick-Tolland-Granville Regional School District,07660000,     844,  16.6,"      1,666",  49.5,  50.5,   1.9,  19.9,  19.1
Spencer-E Brookfield,07670000,     643,  17.4,"      1,709",  45.5,  54.5,   0.9,  18.8,  28.0
Springfield,02810000,"  14,129",  17.1,"     25,617",  47.8,  52.2,  16.1,  19.5,  66.9
Stoneham,02840000,"   1,111",  16.7,"      2,358",  50.3,  49.7,   3.1,  17.0,  14.1
Stoughton,02850000,"   2,017",  17.7,"      3,713",  48.2,  51.8,   4.2,  14.4,  23.7
Sturbridge,02870000,     246,  23.7,        988,  45.6,  54.4,   0.0,  13.0,  15.9
Sturgis Charter Public,04890000,     501,  14.1,        810,  57.2,  42.8,   0.0,  12.3,  11.9
Sudbury,02880000,     954,  22.0,"      2,890",  48.0,  52.0,   0.8,  15.7,   4.7
Sunderland,02890000,      73,  14.3,        209,  44.5,  55.5,   7.2,  16.7,  27.3
Sutton,02900000,     553,  20.4,"      1,530",  49.8,  50.2,   0.6,  17.6,   7.3
Swampscott,02910000,"   1,231",  17.8,"      2,256",  49.6,  50.4,   3.0,  14.1,  12.5
Swansea,02920000,"   1,290",  17.4,"      2,126",  49.4,  50.6,   0.6,  11.9,  18.2
TEC Connections Academy Commonwealth Virtual School District,39020000,     278,  20.3,        667,  61.5,  38.5,   1.2,  20.4,  37.2
Tantasqua,07700000,"   1,220",  14.5,"      1,797",  49.4,  50.6,   0.1,  10.1,  16.0
Taunton,02930000,"   3,141",  20.9,"      8,009",  48.3,  51.7,   4.0,  19.2,  37.8
Tewksbury,02950000,"   1,506",  19.7,"      3,660",  48.6,  51.4,   1.0,  17.5,  13.0
The Sizer School: A North Central Charter Essential (District),04740000,     375,  12.3,        349,  49.3,  50.7,   1.7,  24.9,  26.9
Tisbury,02960000,     262,  12.7,        337,  46.3,  53.7,  19.9,  16.3,  21.4
Topsfield,02980000,     181,  14.9,        616,  50.3,  49.7,   0.3,  19.8,   4.9
Tri County Regional Vocational Technical,08780000,     591,  16.3,"      1,000",  42.3,  57.7,   0.0,  25.3,  17.4
Triton,07730000,"   1,420",  18.4,"      2,776",  48.3,  51.7,   0.6,  14.7,  16.5
Truro,03000000,      87,  15.5,        127,  49.6,  50.4,   0.0,  18.9,  30.7
Tyngsborough,03010000,"   1,033",  18.4,"      1,795",  49.4,  50.6,   0.2,  14.7,  11.4
UP Academy Charter School of Boston,04800000,     124,  22.8,        452,  51.8,  48.2,  24.3,  19.5,  53.1
UP Academy Charter School of Dorchester (District),35050000,     211,  21.9,        612,  50.3,  49.7,  21.9,  18.0,  60.3
Up-Island Regional,07740000,     177,  14.1,        354,  43.5,  56.5,   3.1,  22.0,  18.9
Upper Cape Cod Regional Vocational Technical,08790000,     309,  15.9,        676,  40.8,  59.2,   0.0,  17.5,  21.3
Uxbridge,03040000,     657,  20.4,"      1,915",  47.3,  52.7,   0.6,  14.9,  16.0
Veritas Preparatory Charter School,04980000,      52,  26.3,        235,  48.5,  51.5,   6.8,  14.5,  62.6
Wachusett,07750000,"   3,127",  19.3,"      7,386",  49.5,  50.5,   1.8,  13.6,   8.0
Wakefield,03050000,"   1,375",  18.5,"      3,481",  49.4,  50.6,   1.1,  16.6,  11.6
Wales,03060000,      47,  20.3,        168,  56.5,  43.5,   0.0,  13.7,  25.0
Walpole,03070000,"   1,366",  18.9,"      3,981",  50.1,  49.9,   2.6,  14.3,   8.9
Waltham,03080000,"   3,117",  16.1,"      5,299",  47.3,  52.7,  17.6,  19.6,  24.2
Ware,03090000,     402,  19.9,"      1,292",  48.1,  51.9,   1.1,  17.4,  44.4
Wareham,03100000,"   1,398",  17.2,"      2,672",  47.7,  52.3,   0.8,  23.1,  42.7
Watertown,03140000,"   1,040",  16.3,"      2,636",  49.1,  50.9,   7.2,  21.8,  22.1
Wayland,03150000,"   1,119",  17.4,"      2,663",  49.2,  50.8,   1.5,  18.6,   4.3
Webster,03160000,     667,  19.6,"      1,899",  48.9,  51.1,   4.8,  17.4,  43.7
Wellesley,03170000,"   2,024",  17.5,"      5,105",  51.0,  49.0,   2.2,  15.6,   5.1
Wellfleet,03180000,      98,  13.3,        122,  53.3,  46.7,   0.8,  21.3,  26.2
West Boylston,03220000,     551,  15.7,        923,  51.1,  48.9,   2.3,  15.5,  15.2
West Bridgewater,03230000,     795,  19.8,"      1,320",  51.9,  48.1,   0.5,   9.8,  14.8
West Springfield,03320000,"   1,753",  16.9,"      4,119",  47.8,  52.2,   8.4,  21.3,  40.7
Westborough,03210000,"   1,793",  16.7,"      3,676",  48.3,  51.7,   8.4,  14.9,   7.6
Westfield,03250000,"   2,851",  18.1,"      5,743",  48.5,  51.5,   4.1,  17.7,  31.9
Westford,03260000,"   2,260",  18.9,"      5,187",  48.9,  51.1,   0.7,  12.5,   4.5
Westhampton,03270000,      33,  19.2,        150,  54.7,  45.3,   1.3,  27.3,  10.0
Weston,03300000,"   1,140",  16.6,"      2,268",  49.1,  50.9,   3.6,  17.0,   4.5
Westport,03310000,     582,  17.3,"      1,585",  47.8,  52.2,   0.8,  17.5,  20.2
Westwood,03350000,"   1,406",  19.8,"      3,251",  49.7,  50.3,   1.2,  17.7,   4.2
Weymouth,03360000,"   2,398",  18.9,"      6,592",  49.1,  50.9,   3.3,  14.2,  22.9
Whately,03370000,      44,  13.2,        133,  48.1,  51.9,   0.0,  15.8,  23.3
Whitman-Hanson,07800000,"   1,696",  22.2,"      4,077",  48.6,  51.4,   0.2,  14.3,  18.1
Whittier Regional Vocational Technical,08850000,     727,  13.2,"      1,304",  44.1,  55.9,   0.9,  23.9,  24.0
Williamsburg,03400000,      45,  14.4,        158,  51.3,  48.7,   2.5,  19.0,  13.9
Williamstown,03410000,     157,  17.6,        459,  49.9,  50.1,   0.7,  11.8,  17.2
Wilmington,03420000,"   1,850",  18.3,"      3,455",  48.9,  51.1,   0.9,  16.4,   8.7
Winchendon,03430000,     528,  16.7,"      1,367",  47.2,  52.8,   1.5,  20.0,  35.3
Winchester,03440000,"   1,954",  19.1,"      4,536",  49.2,  50.8,   3.6,  15.6,   4.5
Winthrop,03460000,     805,  20.3,"      1,969",  49.9,  50.1,   7.6,  18.0,  23.4
Woburn,03470000,"   2,807",  17.0,"      4,834",  49.7,  50.3,   4.5,  17.7,  22.1
Worcester,03480000,"   9,641",  18.7,"     26,915",  48.4,  51.6,  36.0,  19.1,  51.0
Wrentham,03500000,     447,  18.8,"      1,065",  46.3,  53.7,   0.8,  16.2,   8.5
State Totals,00000000," 434,429",  18.0,"    960,907",  48.7,  51.3,   8.6,  16.9,  27.0
