2017-18 Class Size by Gender and Selected Population ,,,,,,,,,
District Name,District Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Northern Berkshire Regional Vocational Technical,08510000,     411,  13.7,        484,  36.6,  63.4,   0.0,  17.1,  31.2
Norton,02180000,"   1,068",  18.9,"      2,491",  49.1,  50.9,   1.1,  18.1,  17.2
Norwell,02190000,"   1,041",  17.6,"      2,207",  48.0,  52.0,   0.1,  15.1,   3.5
Norwood,02200000,"   1,294",  17.0,"      3,452",  49.3,  50.7,  10.4,  20.8,  23.6
Oak Bluffs,02210000,     203,  14.9,        431,  50.6,  49.4,  18.8,  23.4,  24.4
Old Colony Regional Vocational Technical,08550000,     276,  17.7,        531,  37.5,  62.5,   0.2,  24.3,  15.4
Old Rochester,07400000,     646,  18.5,"      1,260",  50.1,  49.9,   0.0,  12.2,  11.5
Old Sturbridge Academy Charter Public School (District),35150000,      32,  19.9,        158,  46.2,  53.8,   5.7,  11.4,  27.8
Orange,02230000,     276,  20.1,        583,  46.0,  54.0,   1.2,  27.8,  53.7
Orleans,02240000,     154,  17.4,        228,  47.8,  52.2,   7.9,  20.2,  23.7
Oxford,02260000,     679,  20.3,"      1,709",  47.8,  52.2,   0.4,  15.7,  31.7
Palmer,02270000,     844,  15.0,"      1,415",  49.7,  50.2,   2.3,  19.9,  39.3
Pathfinder Regional Vocational Technical,08600000,     493,  12.1,        622,  37.5,  62.5,   0.0,  26.2,  35.2
Paulo Freire Social Justice Charter School (District),35010000,     177,  14.2,        300,  54.7,  45.3,  13.3,  14.0,  72.3
Peabody,02290000,"   2,748",  18.1,"      5,938",  49.1,  50.9,   7.2,  20.3,  28.3
Pelham,02300000,      42,  17.8,        127,  48.0,  52.0,   0.8,  26.0,  20.5
Pembroke,02310000,"   1,294",  17.7,"      2,888",  48.2,  51.6,   0.6,  13.8,  11.7
Pentucket,07450000,"   1,061",  16.6,"      2,476",  47.0,  53.0,   0.2,  19.7,  11.1
Petersham,02340000,      48,  16.7,        115,  48.7,  51.3,   0.9,  26.1,  20.9
Phoenix Academy Public Charter High School Springfield (District),35080000,      42,  17.7,        154,  47.4,  52.6,  27.3,  24.7,  80.5
Phoenix Charter Academy (District),04930000,      51,  15.7,        169,  44.4,  55.6,  60.9,   9.5,  47.9
Pioneer Charter School of Science (District),04940000,     276,  19.5,        679,  52.6,  47.4,  26.2,   8.7,  36.8
Pioneer Charter School of Science II (PCSS-II) (District),35060000,     167,  18.1,        362,  53.0,  47.0,  23.2,  11.6,  25.1
Pioneer Valley,07500000,     453,  13.0,        797,  50.3,  49.7,   0.3,  17.4,  23.2
Pioneer Valley Chinese Immersion Charter (District),04970000,     265,  17.2,        493,  52.5,  47.3,   2.8,   5.7,  14.0
Pioneer Valley Performing Arts Charter Public (District),04790000,     367,  12.7,        404,  69.3,  30.4,   0.5,  22.5,  21.3
Pittsfield,02360000,"   2,375",  15.5,"      5,479",  49.1,  50.9,   4.3,  22.6,  49.6
Plainville,02380000,     173,  19.4,        723,  47.9,  52.1,   3.9,  17.6,  15.9
Plymouth,02390000,"   4,854",  17.2,"      7,641",  47.8,  52.2,   1.3,  19.3,  23.2
Plympton,02400000,     104,  14.4,        203,  49.8,  50.2,   0.0,  15.3,  17.7
Prospect Hill Academy Charter (District),04870000,     502,  20.3,"      1,145",  48.8,  51.2,  10.7,  16.0,  38.3
Provincetown,02420000,      98,  12.1,        120,  51.7,  48.3,  17.5,  22.5,  30.0
Quabbin,07530000,     946,  19.9,"      2,242",  50.6,  49.4,   0.1,  18.5,  24.5
Quaboag Regional,07780000,     598,  17.8,"      1,385",  49.1,  50.8,   1.8,  17.6,  35.3
Quincy,02430000,"   4,916",  16.4,"      9,552",  47.8,  52.2,  14.6,  18.2,  34.5
Ralph C Mahar,07550000,     624,  14.1,        795,  52.3,  47.7,   0.9,  15.3,  36.5
Randolph,02440000,"   1,133",  18.1,"      2,920",  45.4,  54.6,  17.7,  22.5,  45.4
Reading,02460000,"   1,446",  19.8,"      4,218",  47.8,  52.2,   1.0,  17.2,   7.9
Revere,02480000,"   4,870",  20.2,"      7,732",  48.8,  51.2,  23.4,  15.1,  45.1
Richmond,02490000,     118,  17.9,        183,  53.0,  47.0,   0.0,   7.7,  18.0
Rising Tide Charter Public (District),04830000,     331,  18.4,        664,  50.0,  50.0,   0.0,  17.9,   8.7
River Valley Charter (District),04820000,     116,  15.3,        287,  58.9,  41.1,   0.0,  16.7,   7.0
Rochester,02500000,     202,  19.5,        507,  46.5,  53.5,   0.6,  18.3,  12.6
Rockland,02510000,"   1,040",  18.1,"      2,282",  49.3,  50.7,   6.1,  16.4,  32.6
Rockport,02520000,     530,  15.8,        910,  47.6,  52.4,   1.2,  19.6,  16.2
Rowe,02530000,      25,  14.0,         68,  50.0,  50.0,   0.0,  22.1,  27.9
Roxbury Preparatory Charter (District),04840000,     338,  24.6,"      1,379",  49.7,  50.3,  22.2,  18.6,  54.7
Sabis International Charter (District),04410000,     537,  25.6,"      1,568",  49.9,  50.1,   4.0,  12.4,  35.4
Salem,02580000,"   1,987",  15.4,"      3,854",  47.8,  52.1,  13.4,  23.1,  47.4
Salem Academy Charter (District),04850000,     254,  18.5,        468,  54.1,  45.9,   4.1,  14.5,  30.3
Sandwich,02610000,"   1,314",  18.3,"      2,622",  50.4,  49.6,   1.2,  19.0,  14.5
Saugus,02620000,"   1,385",  17.2,"      2,701",  48.6,  51.4,   6.5,  16.4,  28.1
Savoy,02630000,      58,   8.1,         58,  50.0,  50.0,   0.0,  15.5,  46.6
Scituate,02640000,"   1,428",  19.1,"      3,001",  49.4,  50.6,   0.7,  13.0,   9.7
Seekonk,02650000,     839,  17.5,"      2,027",  50.2,  49.8,   3.5,  17.1,  14.1
Seven Hills Charter Public (District),04860000,     222,  24.9,        653,  48.4,  51.6,  29.2,  15.2,  58.5
Sharon,02660000,"   1,666",  18.1,"      3,570",  48.2,  51.8,   4.4,  13.4,   7.1
Shawsheen Valley Regional Vocational Technical,08710000,     843,  16.8,"      1,327",  41.7,  58.3,   0.0,  21.3,  14.1
Sherborn,02690000,     187,  18.7,        428,  48.4,  51.6,   1.6,  15.4,   4.7
Shrewsbury,02710000,"   2,546",  20.5,"      6,251",  49.9,  50.0,   3.7,  13.6,   9.7
Shutesbury,02720000,      60,  13.9,        125,  56.0,  44.0,   0.0,  16.8,  32.0
Silver Hill Horace Mann Charter (District),04770000,     226,  22.1,        553,  50.5,  49.5,   6.7,  17.4,  28.4
Silver Lake,07600000,     785,  19.1,"      1,876",  47.7,  52.3,   0.3,  15.7,  15.9
Sizer School: A North Central Charter Essential (District),04740000,     229,  12.8,        360,  48.9,  51.1,   1.1,  24.4,  31.7
Somerset,02730000,     911,  21.6,"      1,824",  48.2,  51.8,   1.2,  16.7,  21.9
Somerset Berkley Regional School District,07630000,     536,  15.5,"      1,012",  50.9,  49.1,   0.1,   9.9,  13.5
Somerville,02740000,"   2,056",  15.4,"      4,873",  46.6,  53.3,  21.3,  20.2,  40.8
South Hadley,02780000,     673,  16.4,"      1,934",  50.5,  49.5,   4.3,  15.6,  24.5
South Middlesex Regional Vocational Technical,08290000,     464,  13.7,        719,  40.9,  59.1,   9.7,  41.9,  38.5
South Shore Charter Public (District),04880000,     459,  18.1,        913,  50.8,  49.2,  14.1,  16.5,  15.8
South Shore Regional Vocational Technical,08730000,     444,  14.0,        638,  33.4,  66.6,   0.0,  31.5,  22.4
Southampton,02750000,     185,  18.3,        515,  48.2,  51.8,   2.1,  21.2,  12.0
Southborough,02760000,     481,  16.8,"      1,333",  49.2,  50.8,   5.7,  16.0,   4.3
Southbridge,02770000,"   1,019",  17.9,"      2,168",  48.9,  51.1,  26.8,  20.0,  68.5
Southeastern Regional Vocational Technical,08720000,     719,  15.7,"      1,415",  48.6,  51.4,   1.1,  15.3,  34.1
Southern Berkshire,07650000,     506,  13.7,        694,  48.1,  51.9,   1.7,  14.1,  32.3
Southern Worcester County Regional Vocational Technical,08760000,     955,  14.0,"      1,110",  41.1,  58.9,   0.2,  13.0,  21.7
Southwick-Tolland-Granville Regional School District,07660000,     951,  15.5,"      1,528",  49.0,  51.0,   2.3,  16.3,  20.9
Spencer-E Brookfield,07670000,     582,  15.9,"      1,458",  46.4,  53.5,   3.5,  23.0,  35.3
Springfield,02810000,"  14,794",  18.4,"     27,594",  47.8,  52.2,  18.0,  22.6,  74.8
Springfield Preparatory Charter School (District),35100000,      53,  30.4,        214,  49.1,  50.9,  22.9,  18.2,  67.8
Stoneham,02840000,"   1,232",  17.5,"      2,366",  50.5,  49.5,   4.1,  19.6,  16.5
Stoughton,02850000,"   2,014",  17.2,"      3,658",  48.0,  52.0,   5.9,  15.7,  28.0
Sturbridge,02870000,     236,  23.0,        902,  44.1,  55.9,   0.7,  12.7,  15.6
Sturgis Charter Public (District),04890000,     518,  14.3,        823,  57.6,  42.4,   0.1,  13.5,  13.5
Sudbury,02880000,"   1,054",  20.0,"      2,709",  47.9,  52.1,   1.6,  16.7,   5.4
Sunderland,02890000,     169,  17.5,        236,  41.9,  58.1,   7.6,  22.9,  30.9
Sutton,02900000,     490,  19.9,"      1,422",  50.5,  49.5,   1.3,  16.4,   9.4
Swampscott,02910000,"   1,309",  16.2,"      2,231",  49.2,  50.8,   4.2,  16.9,  14.4
Swansea,02920000,"   1,152",  17.5,"      2,086",  48.4,  51.6,   0.2,  13.4,  18.5
TEC Connections Academy Commonwealth Virtual School District,39020000,     460,  41.0,"      1,888",  58.2,  41.8,   1.0,  19.8,  41.2
Tantasqua,07700000,"   1,255",  14.5,"      1,791",  49.5,  50.5,   0.2,  10.5,  17.8
Taunton,02930000,"   3,350",  19.8,"      8,277",  48.9,  51.1,   4.8,  19.7,  42.5
Tewksbury,02950000,"   1,427",  20.0,"      3,506",  49.3,  50.7,   1.9,  16.7,  14.1
Tisbury,02960000,     212,  13.5,        318,  46.5,  53.5,  24.8,  15.7,  24.5
Topsfield,02980000,     165,  16.9,        641,  50.5,  49.5,   0.3,  17.0,   4.5
Tri-County Regional Vocational Technical,08780000,     573,  16.4,        980,  43.0,  56.8,   0.3,  26.7,  18.3
Triton,07730000,"   1,212",  18.5,"      2,571",  48.8,  51.2,   1.2,  15.8,  19.2
Truro,03000000,      74,  14.8,        106,  55.7,  44.3,   0.0,  17.0,  28.3
Tyngsborough,03010000,"   1,045",  17.9,"      1,714",  47.8,  52.2,   2.0,  15.8,  12.5
UP Academy Charter School of Boston (District),04800000,     142,  22.1,        496,  48.6,  51.4,  25.8,  20.6,  62.5
UP Academy Charter School of Dorchester (District),35050000,     210,  23.9,        750,  49.1,  50.9,  26.5,  19.1,  61.5
Up-Island Regional,07740000,     203,  15.0,        398,  44.5,  55.5,   4.8,  25.4,  17.8
Upper Cape Cod Regional Vocational Technical,08790000,     324,  15.2,        693,  37.5,  62.5,   0.0,  17.3,  21.8
Uxbridge,03040000,     645,  19.2,"      1,732",  46.5,  53.5,   1.5,  16.9,  19.5
Veritas Preparatory Charter School (District),04980000,      90,  27.7,        308,  52.6,  47.4,   9.7,  23.4,  68.2
Wachusett,07750000,"   3,170",  18.7,"      7,267",  50.1,  49.9,   1.6,  14.6,   9.4
Wakefield,03050000,"   1,406",  18.4,"      3,532",  49.3,  50.7,   2.0,  16.9,  12.5
Wales,03060000,      39,  20.7,        160,  44.4,  55.6,   0.0,  18.8,  26.3
Walpole,03070000,"   1,357",  19.4,"      3,845",  49.8,  50.2,   3.2,  13.8,   9.1
Waltham,03080000,"   3,308",  16.2,"      5,608",  47.0,  53.0,  22.6,  15.2,  31.9
Ware,03090000,     392,  19.7,"      1,236",  49.4,  50.6,   1.3,  20.1,  50.0
Wareham,03100000,"   1,362",  14.7,"      2,350",  48.0,  52.0,   1.0,  25.2,  50.3
Watertown,03140000,"   1,397",  16.5,"      2,650",  49.0,  50.9,  11.8,  20.7,  24.2
Wayland,03150000,"   1,345",  17.3,"      2,737",  48.5,  51.5,   3.8,  18.2,   5.6
Webster,03160000,     676,  19.2,"      1,862",  49.4,  50.6,   8.0,  20.4,  50.5
Wellesley,03170000,"   2,000",  17.5,"      5,032",  50.6,  49.4,   2.4,  16.0,   5.8
Wellfleet,03180000,      82,  13.5,        121,  50.4,  49.6,   1.7,  19.0,  33.1
West Boylston,03220000,     565,  15.5,        922,  51.1,  48.9,   3.5,  15.2,  19.8
West Bridgewater,03230000,     819,  18.6,"      1,320",  51.4,  48.6,   1.4,   9.6,  15.2
West Springfield,03320000,"   1,841",  17.5,"      4,287",  48.4,  51.6,  12.4,  18.6,  46.0
Westborough,03210000,"   1,942",  17.7,"      3,975",  49.5,  50.5,   9.5,  14.7,   8.2
Westfield,03250000,"   2,790",  17.5,"      5,472",  48.8,  51.1,   5.8,  19.1,  36.0
Westford,03260000,"   2,306",  18.2,"      5,104",  48.8,  51.2,   1.3,  14.0,   5.5
Westhampton,03270000,      50,  15.6,        124,  46.0,  53.2,   0.8,  24.2,  14.5
Weston,03300000,     965,  17.2,"      2,119",  49.1,  50.9,   3.1,  16.5,   5.1
Westport,03310000,     760,  16.1,"      1,439",  45.4,  54.6,   0.9,  17.2,  22.9
Westwood,03350000,"   1,477",  18.0,"      3,153",  49.0,  51.0,   1.0,  17.3,   4.8
Weymouth,03360000,"   2,441",  18.5,"      6,116",  48.6,  51.4,   3.9,  18.1,  27.3
Whately,03370000,     105,  17.7,        137,  51.1,  48.9,   3.6,  13.9,  20.4
Whitman-Hanson,07800000,"   1,416",  21.3,"      3,909",  48.7,  51.3,   1.0,  14.6,  18.3
Whittier Regional Vocational Technical,08850000,     620,  15.0,"      1,249",  45.2,  54.8,   1.0,  22.0,  28.6
Williamsburg,03400000,      73,  16.7,        166,  49.4,  50.6,   4.2,  21.1,  21.1
Williamstown,03410000,     200,  16.6,        455,  48.4,  51.6,   0.4,  13.0,  16.3
Wilmington,03420000,"   1,907",  17.5,"      3,347",  49.4,  50.6,   1.2,  18.0,   9.0
Winchendon,03430000,     462,  19.1,"      1,288",  46.9,  53.1,   0.8,  18.5,  41.2
Winchester,03440000,"   2,432",  19.4,"      4,676",  49.2,  50.8,   3.7,  17.0,   4.8
Winthrop,03460000,     720,  21.0,"      2,014",  48.3,  51.7,   6.9,  16.3,  26.2
Woburn,03470000,"   2,775",  16.4,"      4,596",  50.6,  49.4,   7.6,  16.1,  24.7
Worcester,03480000,"  11,525",  16.9,"     25,682",  48.7,  51.3,  34.4,  19.9,  57.3
Worthington,03490000,      50,   6.9,         63,  58.7,  41.3,   0.0,  23.8,  39.7
Wrentham,03500000,     421,  19.9,"      1,065",  47.9,  52.1,   1.5,  16.0,  10.5
State Totals,00000000," 453,583",  18.1,"    968,296",  48.7,  51.3,  10.5,  17.7,  30.7
