2011-12 Class Size by Gender and Selected Population ,,,,,,,,,
District Name,District Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Norwell,02190000,     649,  20.8,"      2,335",  50.4,  49.6,   0.3,  13.5,   3.3
Norwood,02200000,"   1,180",  18.1,"      3,475",  48.5,  51.5,   6.7,  14.9,  25.9
Oak Bluffs,02210000,     196,  13.8,        384,  47.9,  52.1,   3.9,  20.6,  25.0
Old Colony Regional Vocational Technical,08550000,     297,  14.7,        571,  38.7,  61.3,   0.0,  21.7,  20.1
Old Rochester,07400000,     462,  18.6,"      1,149",  48.6,  51.4,   0.1,  11.9,  10.1
Orange,02230000,     415,  17.6,        729,  49.5,  50.5,   0.0,  15.6,  46.4
Orleans,02240000,      73,  15.8,        208,  48.6,  51.4,   0.0,  25.0,  16.3
Oxford,02260000,     628,  18.2,"      2,002",  48.0,  52.0,   0.2,  14.5,  31.5
Palmer,02270000,     482,  18.1,"      1,575",  48.2,  51.8,   1.4,  18.0,  41.8
Pathfinder Regional Vocational Technical,08600000,     414,  12.2,        657,  36.4,  63.6,   0.0,  31.4,  37.1
Peabody,02290000,"   2,264",  19.2,"      6,039",  48.5,  51.5,   5.0,  18.4,  31.7
Pelham,02300000,      41,  17.5,        123,  49.6,  50.4,   0.8,  18.7,  11.4
Pembroke,02310000,     924,  20.3,"      3,326",  47.7,  52.3,   0.2,  11.7,  15.6
Pentucket,07450000,     874,  20.5,"      3,026",  49.3,  50.7,   0.1,  16.9,  10.6
Petersham,02340000,      24,  16.3,        115,  43.5,  56.5,   0.0,  13.0,  27.0
Phoenix Charter Academy (District),04930000,     190,  11.6,        199,  60.8,  39.2,  24.1,  16.1,  87.4
Pioneer Charter School of Science (District),04940000,     133,  18.1,        321,  52.6,  47.4,   4.0,   7.5,  56.7
Pioneer Valley,07500000,     413,  15.9,"      1,119",  47.9,  52.1,   0.2,  14.6,  28.9
Pioneer Valley Chinese Immersion Charter(District),04970000,      51,  16.8,        241,  57.7,  42.3,   2.1,   4.6,  14.1
Pioneer Valley Performing Arts Charter Public (District),04790000,     222,  12.7,        397,  63.2,  36.8,   0.3,   7.6,  14.4
Pittsfield,02360000,"   2,225",  16.6,"      5,982",  49.1,  50.9,   3.5,  16.0,  55.2
Plainville,02380000,     158,  21.4,        829,  44.1,  55.9,   1.8,  13.4,  16.0
Plymouth,02390000,"   3,201",  18.0,"      7,997",  48.1,  51.9,   0.7,  19.2,  24.1
Plympton,02400000,     106,  15.8,        230,  52.6,  47.4,   0.0,  12.2,  10.4
Prospect Hill Academy Charter (District),04870000,     460,  22.2,"      1,143",  50.5,  49.5,   8.0,  12.6,  59.8
Provincetown,02420000,     119,   8.0,         97,  58.8,  41.2,   6.2,  13.4,  59.8
Quabbin,07530000,     929,  18.8,"      2,716",  50.1,  49.9,   0.1,  14.4,  21.9
Quaboag Regional,07780000,     502,  18.5,"      1,380",  47.0,  53.0,   0.4,  18.9,  38.0
Quincy,02430000,"   2,922",  19.4,"      9,247",  47.9,  52.1,  12.8,  14.4,  46.5
Ralph C Mahar,07550000,     365,  14.6,        740,  46.8,  53.2,   0.3,  16.4,  49.2
Randolph,02440000,     691,  27.8,"      2,947",  46.5,  53.5,  10.3,  19.0,  53.7
Reading,02460000,"   1,296",  20.4,"      4,471",  48.2,  51.8,   0.3,  15.7,   5.7
Revere,02480000,"   2,329",  20.1,"      6,499",  49.3,  50.7,  11.0,  14.7,  75.0
Richmond,02490000,      90,  16.2,        180,  54.4,  45.6,   1.1,   6.7,   9.4
Rising Tide Charter Public (District),04830000,     177,  19.0,        385,  49.9,  50.1,   0.0,  14.0,   9.9
River Valley Charter (District),04820000,      72,  19.2,        288,  56.6,  43.4,   0.0,  15.3,   0.3
Rochester,02500000,     223,  19.1,        536,  47.6,  52.4,   0.6,  14.7,   9.3
Rockland,02510000,     827,  19.3,"      2,211",  46.7,  53.3,   2.1,  15.4,  39.4
Rockport,02520000,     471,  14.7,        923,  48.1,  51.9,   0.7,  16.9,   8.0
Rowe,02530000,      53,   9.3,         69,  59.4,  40.6,   0.0,  14.5,  29.0
Roxbury Preparatory Charter (District),04840000,      70,  24.4,        244,  52.5,  47.5,   2.5,  14.8,  77.9
Sabis International Charter (District),04410000,     490,  25.8,"      1,574",  51.9,  48.1,   2.5,  13.0,  54.1
Salem,02580000,"   2,151",  15.6,"      4,559",  49.5,  50.5,  11.3,  22.1,  57.7
Salem Academy Charter (District),04850000,     150,  15.9,        308,  50.3,  49.7,   2.9,  16.6,  44.5
Salem Community Charter School (District),04670000,      30,   8.6,         46,  56.5,  43.5,   6.5,  41.3,  84.8
Sandwich,02610000,     904,  18.7,"      3,295",  49.2,  50.8,   0.1,  13.9,   7.9
Saugus,02620000,"   1,214",  19.8,"      2,833",  49.5,  50.5,   2.9,  12.2,  25.9
Savoy,02630000,      35,   5.7,         40,  62.5,  37.5,   0.0,  12.5,  32.5
Scituate,02640000,     973,  18.9,"      3,275",  50.8,  49.2,   0.9,  12.1,   8.5
Seekonk,02650000,     619,  20.1,"      2,122",  50.7,  49.3,   1.3,  12.2,  14.5
Seven Hills Charter Public (District),04860000,     258,  26.3,        664,  52.7,  47.1,  18.1,   8.7,  76.2
Sharon,02660000,"   1,407",  18.1,"      3,358",  49.0,  51.0,   2.1,  12.4,   7.7
Shawsheen Valley Regional Vocational Technical,08710000,     493,  17.9,"      1,346",  41.6,  58.4,   0.0,  25.6,  14.5
Sherborn,02690000,     133,  17.3,        396,  52.3,  47.7,   1.8,  13.4,   3.3
Shrewsbury,02710000,"   1,576",  22.0,"      5,943",  49.9,  50.1,   2.4,  13.4,  13.1
Shutesbury,02720000,      48,  14.9,        150,  53.3,  46.7,   0.0,  15.3,  22.7
Silver Hill Horace Mann Charter (District),04770000,     323,  18.8,        581,  53.4,  46.6,   4.1,  14.8,  45.6
Silver Lake,07600000,     617,  19.8,"      1,894",  47.9,  52.1,   0.2,  15.7,  13.8
Smith Leadership Academy Charter Public (District),04190000,      86,  16.4,        202,  55.4,  44.6,   5.9,  14.4,  85.1
Somerset,02730000,     643,  20.2,"      1,845",  48.0,  52.0,   0.2,  14.3,  14.8
Somerset Berkley Regional School District,07630000,     571,  13.8,        965,  53.1,  46.9,   0.1,   8.0,   8.1
Somerville,02740000,"   1,530",  17.8,"      4,874",  47.2,  52.8,  16.2,  20.4,  69.2
South Hadley,02780000,     611,  16.7,"      1,995",  50.3,  49.7,   0.7,  13.1,  30.4
South Middlesex Regional Vocational Technical,08290000,     432,  14.4,        669,  39.9,  60.1,   4.8,  45.0,  62.8
South Shore Charter Public (District),04880000,     246,  18.0,        539,  48.2,  51.8,   0.4,  12.2,  17.4
South Shore Regional Vocational Technical,08730000,     270,  13.3,        608,  33.4,  66.6,   0.0,  28.9,  28.9
Southampton,02750000,     131,  18.2,        544,  49.4,  50.6,   2.4,  17.3,  14.2
Southborough,02760000,     472,  18.7,"      1,446",  48.5,  51.5,   4.1,  11.3,   2.7
Southbridge,02770000,     817,  19.5,"      2,207",  48.1,  51.9,  11.7,  17.1,  68.2
Southeastern Regional Vocational Technical,08720000,     491,  15.0,"      1,241",  42.7,  57.3,   0.4,  24.5,  55.4
Southern Berkshire,07650000,     583,  12.8,        809,  47.8,  52.2,   1.4,  18.0,  22.9
Southern Worcester County Regional Vocational Technical,08760000,     533,  13.4,"      1,073",  37.5,  62.5,   0.4,  20.8,  32.6
Southwick-Tolland,07660000,     635,  18.9,"      1,664",  48.5,  51.5,   1.2,  15.7,  17.9
Spencer-E Brookfield,07670000,     479,  18.7,"      1,977",  46.7,  53.3,   0.3,  19.1,  34.3
Spirit of Knowledge Charter School (District),04760000,      90,  19.3,        158,  61.4,  38.6,   0.0,  13.9,  77.2
Springfield,02810000,"  10,946",  17.3,"     25,184",  48.0,  52.0,  15.7,  20.0,  85.6
Stoneham,02840000,     756,  16.5,"      2,467",  50.4,  49.6,   2.0,  16.3,  14.7
Stoughton,02850000,"   1,665",  17.2,"      3,810",  47.4,  52.6,   5.5,  16.0,  28.7
Sturbridge,02870000,     252,  21.8,        949,  46.6,  53.4,   0.2,  12.3,  11.7
Sturgis Charter Public (District),04890000,     287,  15.4,        630,  57.1,  42.9,   0.0,   8.7,   6.8
Sudbury,02880000,     942,  20.5,"      3,077",  48.6,  51.4,   0.6,  12.5,   2.9
Sunderland,02890000,      41,  16.6,        172,  44.8,  55.2,   9.9,  11.6,  27.3
Sutton,02900000,     509,  19.8,"      1,597",  50.4,  49.6,   0.0,  18.8,   9.8
Swampscott,02910000,     757,  21.0,"      2,275",  50.3,  49.7,   3.1,  10.9,  12.8
Swansea,02920000,"   1,274",  16.8,"      2,034",  47.9,  52.1,   0.4,  10.7,  20.5
Tantasqua,07700000,     677,  15.0,"      1,780",  48.8,  51.2,   0.1,  11.9,   9.1
Taunton,02930000,"   2,412",  21.0,"      7,788",  49.1,  50.9,   1.8,  17.6,  46.9
Tewksbury,02950000,"   1,276",  20.6,"      3,952",  48.3,  51.7,   0.4,  16.8,  12.6
Tisbury,02960000,     163,  17.1,        320,  45.6,  54.4,   6.6,  15.9,  32.2
Topsfield,02980000,     176,  15.8,        617,  48.9,  51.1,   0.6,  18.8,   2.8
Tri County Regional Vocational Technical,08780000,     440,  17.5,"      1,007",  43.7,  56.3,   0.0,  28.3,  20.8
Triton,07730000,"   1,189",  18.4,"      2,967",  50.1,  49.9,   0.8,  14.0,  19.4
Truro,03000000,      87,  19.2,        156,  50.0,  50.0,   0.0,  13.5,  19.9
Tyngsborough,03010000,     638,  20.3,"      1,892",  49.7,  50.3,   0.3,  11.0,   8.9
UP Academy Charter School of Boston (District),04800000,     144,  23.4,        476,  45.8,  54.2,  30.9,  28.4,  87.4
Up-Island Regional,07740000,     181,  13.6,        323,  48.3,  51.7,   0.3,  19.2,  11.5
Upper Cape Cod Regional Vocational Technical,08790000,     319,  15.8,        646,  43.2,  56.8,   0.0,  18.9,  23.4
Uxbridge,03040000,     564,  19.5,"      1,915",  47.5,  52.5,   1.7,  13.4,  17.1
Wachusett,07750000,"   3,027",  19.2,"      7,470",  49.3,  50.7,   1.1,  13.1,   8.6
Wakefield,03050000,"   1,137",  19.3,"      3,363",  49.9,  50.1,   0.4,  14.0,  10.7
Wales,03060000,      60,  14.9,        157,  52.2,  47.8,   0.0,  16.6,  36.3
Walpole,03070000,"   1,136",  21.0,"      4,014",  50.7,  49.3,   1.9,  14.2,  10.8
Waltham,03080000,"   2,930",  16.1,"      4,993",  48.4,  51.6,  12.1,  19.9,  40.0
Ware,03090000,     281,  21.5,"      1,257",  49.1,  50.9,   0.7,  16.1,  52.8
Wareham,03100000,"   1,293",  17.3,"      2,992",  47.2,  52.8,   0.5,  19.4,  50.2
Watertown,03140000,     984,  17.1,"      2,658",  48.8,  51.2,   9.3,  17.7,  30.2
Wayland,03150000,     934,  18.0,"      2,682",  49.6,  50.4,   0.8,  18.3,   6.3
Webster,03160000,     590,  20.0,"      1,834",  49.1,  50.9,   3.2,  16.7,  56.2
Wellesley,03170000,"   1,794",  17.4,"      4,985",  49.9,  50.1,   1.6,  15.8,   4.7
Wellfleet,03180000,      48,  13.3,        138,  52.9,  47.1,   0.0,  13.0,  21.7
West Boylston,03220000,     413,  17.8,        965,  52.0,  48.0,   1.2,  13.9,  14.2
West Bridgewater,03230000,     601,  19.7,"      1,262",  49.0,  51.0,   0.4,  10.5,  12.9
West Springfield,03320000,"   1,355",  15.5,"      3,859",  47.9,  52.1,   8.2,  19.8,  48.9
Westborough,03210000,"   1,346",  16.4,"      3,483",  47.9,  52.1,   7.1,  13.4,   8.8
Westfield,03250000,"   2,548",  18.2,"      5,924",  48.4,  51.6,   4.1,  17.0,  34.4
Westford,03260000,"   2,117",  18.7,"      5,279",  48.7,  51.3,   1.0,  10.1,   3.9
Westhampton,03270000,      29,  16.8,        137,  53.3,  46.7,   0.7,  20.4,  15.3
Weston,03300000,     718,  22.6,"      2,361",  49.0,  51.0,   2.8,  13.6,   3.9
Westport,03310000,     526,  19.9,"      1,737",  49.0,  51.0,   0.8,  13.1,  25.0
Westwood,03350000,"   1,218",  18.6,"      3,204",  50.5,  49.5,   0.9,  16.2,   4.7
Weymouth,03360000,"   1,794",  20.7,"      6,924",  48.5,  51.5,   2.1,  15.6,  28.6
Whately,03370000,      36,  13.6,        128,  45.3,  54.7,   0.0,   7.8,  21.9
Whitman-Hanson,07800000,"   1,230",  23.0,"      4,313",  47.9,  52.1,   0.3,  13.5,  17.9
Whittier Regional Vocational Technical,08850000,     634,  12.7,"      1,236",  43.7,  56.3,   0.4,  23.0,  36.3
Williamsburg,03400000,      32,  18.3,        156,  54.5,  45.5,   1.3,  10.9,  22.4
Williamstown,03410000,     122,  16.9,        416,  48.1,  51.9,   2.2,  11.5,  13.7
Wilmington,03420000,"   1,612",  19.5,"      3,615",  49.1,  50.9,   0.7,  14.9,   9.0
Winchendon,03430000,     454,  19.9,"      1,480",  49.7,  50.3,   0.9,  16.8,  45.1
Winchester,03440000,"   1,690",  19.8,"      4,355",  49.4,  50.6,   3.6,  15.7,   5.5
Winthrop,03460000,     591,  18.8,"      1,934",  50.5,  49.5,   4.9,  17.4,  29.9
Woburn,03470000,"   3,103",  17.4,"      4,754",  49.7,  50.3,   3.6,  16.2,  26.0
Worcester,03480000,"   8,266",  16.6,"     24,390",  48.2,  51.8,  28.6,  19.4,  72.1
Wrentham,03500000,     271,  20.4,"      1,194",  47.4,  52.6,   0.8,  15.3,   8.0
State Total,00000000," 338,485",  18.8,"    951,747",  48.7,  51.3,   7.3,  16.1,  35.2
