2013Per Pupil Expenditure,,,,,,,,
District Name,District Code,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,
Pelham,02300000,"           $1,987,608.21",             132.2,"              $15,034.86","           $2,002,608.21",             136.2,"              $14,703.44",
Pembroke,02310000,"          $34,095,801.47","           3,305.5","              $10,314.87","          $36,620,437.65","           3,398.9","              $10,774.20",
Pentucket,07450000,"          $34,509,777.31","           2,921.7","              $11,811.54","          $37,507,956.15","           3,042.7","              $12,327.19",
Petersham,02340000,"           $1,671,040.00",             104.8,"              $15,945.04","           $1,688,352.00",             109.4,"              $15,432.83",
Pioneer Valley,07500000,"          $16,799,461.00",             990.1,"              $16,967.44","          $17,772,414.00","           1,040.7","              $17,077.37",
Pittsfield,02360000,"          $79,337,909.00","           6,039.2","              $13,137.16","          $85,430,077.00","           6,603.4","              $12,937.29",
Plainville,02380000,"           $9,429,244.41",             791.8,"              $11,908.62","          $10,047,032.86",             805.5,"              $12,473.04",
Plymouth,02390000,"         $103,541,266.35","           7,968.9","              $12,993.17","         $115,350,443.23","           8,574.5","              $13,452.73",
Plympton,02400000,"           $2,721,984.43",             239.2,"              $11,379.53","           $3,367,905.47",             251.6,"              $13,385.95",
Provincetown,02420000,"           $4,496,011.50",             109.7,"              $40,984.61","           $5,437,587.92",             175.7,"              $30,948.14",
Quabbin,07530000,"          $31,681,353.33","           2,559.0","              $12,380.36","          $35,054,740.79","           2,696.0","              $13,002.50",
Quaboag Regional,07780000,"          $15,914,536.00","           1,358.7","              $11,713.06","          $17,423,263.56","           1,485.7","              $11,727.31",
Quincy,02430000,"         $123,011,737.33","           9,085.0","              $13,540.09","         $135,522,355.70","           9,255.7","              $14,642.04",
Ralph C Mahar,07550000,"          $10,584,681.00",             780.9,"              $13,554.46","          $12,351,481.76",             885.3,"              $13,951.75",
Randolph,02440000,"          $43,462,760.91","           2,972.7","              $14,620.63","          $52,972,208.88","           3,398.4","              $15,587.40",
Reading,02460000,"          $47,240,484.00","           4,444.3","              $10,629.45","          $50,893,556.00","           4,511.3","              $11,281.35",
Revere,02480000,"          $86,871,143.67","           6,645.8","              $13,071.59","          $96,254,668.67","           6,908.3","              $13,933.19",
Richmond,02490000,"           $2,809,866.00",             153.0,"              $18,365.14","           $3,747,880.00",             233.3,"              $16,064.64",
Rochester,02500000,"           $6,433,859.00",             524.6,"              $12,264.31","           $6,756,249.00",             540.7,"              $12,495.37",
Rockland,02510000,"          $28,960,423.00","           2,251.1","              $12,865.01","          $32,249,745.00","           2,392.9","              $13,477.26",
Rockport,02520000,"          $14,148,136.00",             927.0,"              $15,262.28","          $15,640,005.00",             985.1,"              $15,876.57",
Rowe,02530000,"           $1,573,434.02",              58.2,"              $27,034.95","           $1,938,305.95",              91.0,"              $21,300.07",
Salem,02580000,"          $67,614,556.90","           4,359.1","              $15,511.13","          $77,811,859.32","           5,244.3","              $14,837.42",
Sandwich,02610000,"          $39,570,068.00","           3,136.8","              $12,614.79","          $45,327,635.00","           3,400.8","              $13,328.52",
Saugus,02620000,"          $35,185,885.37","           2,819.1","              $12,481.25","          $39,203,269.30","           3,011.6","              $13,017.42",
Savoy,02630000,"             $698,150.00",              41.3,"              $16,904.36","           $1,032,942.00",              81.3,"              $12,705.31",
Scituate,02640000,"          $37,529,721.50","           3,229.6","              $11,620.55","          $40,405,251.50","           3,279.3","              $12,321.30",
Seekonk,02650000,"          $24,893,542.00","           2,072.9","              $12,009.04","          $27,147,436.00","           2,118.7","              $12,813.25",
Sharon,02660000,"          $47,728,470.06","           3,478.6","              $13,720.60","          $52,017,363.04","           3,548.4","              $14,659.39",
Shawsheen Valley Regional Vocational Technical,08710000,"          $24,703,651.50","           1,331.8","              $18,549.07","          $24,836,701.41","           1,351.6","              $18,375.78",
Sherborn,02690000,"           $6,716,560.00",             408.3,"              $16,450.06","           $8,022,242.00",             415.3,"              $19,316.74",
Shrewsbury,02710000,"          $61,914,255.41","           5,884.2","              $10,522.12","          $72,554,776.06","           6,248.0","              $11,612.48",
Shutesbury,02720000,"           $2,386,076.00",             149.7,"              $15,939.05","           $2,518,582.00",             159.0,"              $15,840.14",
Silver Lake,07600000,"          $24,671,489.65","           1,910.3","              $12,914.98","          $24,922,449.65","           1,936.4","              $12,870.51",
Somerset,02730000,"          $22,770,713.53","           1,838.0","              $12,388.85","          $24,507,697.53","           1,889.5","              $12,970.47",
Somerset Berkley Regional School District,07630000,"          $12,814,710.00",             948.7,"              $13,507.65","          $14,617,400.00",             988.8,"              $14,782.97",
Somerville,02740000,"          $76,824,971.88","           4,835.3","              $15,888.36","          $88,871,894.29","           5,388.1","              $16,494.11",
South Hadley,02780000,"          $26,010,126.00","           1,935.2","              $13,440.54","          $29,252,308.00","           2,139.1","              $13,675.05",
South Middlesex Regional Vocational Technical,08290000,"          $16,756,271.63",             681.5,"              $24,587.34","          $16,756,271.63",             681.5,"              $24,587.34",
South Shore Regional Vocational Technical,08730000,"          $11,209,310.00",             576.6,"              $19,440.36","          $11,258,948.00",             577.6,"              $19,492.64",
Southampton,02750000,"           $5,368,491.00",             553.0,"               $9,707.94","           $6,048,788.00",             592.3,"              $10,212.37",
Southborough,02760000,"          $20,177,676.73","           1,440.9","              $14,003.52","          $22,622,216.11","           1,477.1","              $15,315.29",
Southbridge,02770000,"          $29,033,764.42","           2,236.2","              $12,983.53","          $33,118,886.00","           2,477.9","              $13,365.71",
Southeastern Regional Vocational Technical,08720000,"          $25,384,481.07","           1,298.4","              $19,550.59","          $25,404,961.07","           1,300.8","              $19,530.26",
Southern Berkshire,07650000,"          $14,688,656.53",             768.6,"              $19,110.92","          $15,723,116.57",             919.5,"              $17,099.64",
Southern Worcester County Regional Vocational Technical,08760000,"          $18,400,541.00","           1,105.3","              $16,647.55","          $18,554,929.49","           1,132.1","              $16,389.83",
Southwick-Tolland-Granville Regional School District,07660000,"          $19,639,029.26","           1,744.3","              $11,258.97","          $22,408,665.96","           1,862.5","              $12,031.50",
Spencer-E Brookfield,07670000,"          $23,575,263.69","           1,924.2","              $12,251.98","          $27,542,775.84","           2,110.7","              $13,049.12",
Springfield,02810000,"         $368,314,676.46","          24,747.4","              $14,882.96","         $421,357,660.48","          28,564.1","              $14,751.32",
Stoneham,02840000,"          $30,469,067.00","           2,370.2","              $12,855.06","          $35,070,991.00","           2,529.6","              $13,864.24",
Stoughton,02850000,"          $43,544,743.33","           3,751.5","              $11,607.29","          $47,941,883.05","           3,858.4","              $12,425.33",
Sturbridge,02870000,"          $10,615,528.00",             960.8,"              $11,048.63","          $11,837,675.00",             972.1,"              $12,177.43",
Sudbury,02880000,"          $37,772,207.60","           3,008.1","              $12,556.83","          $41,007,926.60","           3,054.4","              $13,425.85",
Sunderland,02890000,"           $2,538,910.00",             181.1,"              $14,019.38","           $2,859,156.00",             205.2,"              $13,933.51",
Sutton,02900000,"          $17,127,821.21","           1,580.5","              $10,836.96","          $17,988,858.34","           1,601.9","              $11,229.70",
Swampscott,02910000,"          $31,269,557.93","           2,267.0","              $13,793.36","          $33,768,924.42","           2,321.1","              $14,548.67",
Swansea,02920000,"          $23,731,196.81","           2,050.8","              $11,571.68","          $24,514,725.57","           2,090.4","              $11,727.29",
Tantasqua,07700000,"          $22,277,009.00","           1,762.1","              $12,642.31","          $22,427,248.00","           1,808.2","              $12,403.08",
Taunton,02930000,"          $86,479,270.59","           7,693.5","              $11,240.56","          $94,436,925.64","           7,927.1","              $11,913.17",
Tewksbury,02950000,"          $46,345,803.75","           3,794.0","              $12,215.55","          $52,266,284.01","           3,971.4","              $13,160.67",
Tisbury,02960000,"           $7,202,457.00",             327.6,"              $21,985.52","           $8,156,955.00",             404.0,"              $20,190.48",
Topsfield,02980000,"           $8,238,651.64",             599.6,"              $13,740.25","           $8,624,709.64",             608.4,"              $14,176.05",
Tri County Regional Vocational Technical,08780000,"          $17,277,375.00","           1,038.2","              $16,641.66","          $17,291,288.00","           1,038.2","              $16,655.06",
Triton,07730000,"          $36,930,800.38","           2,814.0","              $13,123.95","          $41,202,015.23","           3,063.1","              $13,451.08",
Truro,03000000,"           $3,696,127.00",             139.4,"              $26,514.54","           $5,209,922.00",             222.3,"              $23,436.45",
Tyngsborough,03010000,"          $21,268,594.00","           1,839.9","              $11,559.65","          $23,876,958.79","           1,975.6","              $12,085.93",
Up-Island Regional,07740000,"           $8,404,549.00",             326.2,"              $25,765.02","           $9,384,402.99",             389.9,"              $24,068.74",
Upper Cape Cod Regional Vocational Technical,08790000,"          $14,042,794.39",             683.1,"              $20,557.45","          $14,042,794.39",             683.1,"              $20,557.45",
Uxbridge,03040000,"          $22,998,974.00","           1,839.0","              $12,506.24","          $25,515,688.43","           2,045.0","              $12,477.11",
Wachusett,07750000,"          $78,059,774.51","           7,431.4","              $10,504.05","          $84,367,879.17","           7,682.4","              $10,981.97",
Wakefield,03050000,"          $39,746,194.00","           3,351.2","              $11,860.29","          $43,087,767.00","           3,469.7","              $12,418.30",
Wales,03060000,"           $1,853,296.00",             150.1,"              $12,347.08","           $2,108,953.00",             157.6,"              $13,381.68",
Walpole,03070000,"          $48,323,734.78","           4,017.7","              $12,027.71","          $52,096,815.75","           4,080.2","              $12,768.20",
Waltham,03080000,"          $90,226,945.73","           5,035.9","              $17,916.75","          $98,040,266.57","           5,196.8","              $18,865.51",
Ware,03090000,"          $15,924,005.94","           1,253.1","              $12,707.69","          $17,657,047.43","           1,408.4","              $12,536.96",
Wareham,03100000,"          $37,910,704.00","           2,794.7","              $13,565.21","          $41,026,327.00","           2,930.4","              $14,000.25",
Watertown,03140000,"          $41,392,745.86","           2,640.1","              $15,678.48","          $48,244,291.43","           2,792.0","              $17,279.47",
Wayland,03150000,"          $42,010,369.65","           2,712.1","              $15,489.98","          $44,591,725.62","           2,756.5","              $16,176.94",
Webster,03160000,"          $22,989,468.36","           1,814.9","              $12,667.07","          $26,236,754.13","           1,990.8","              $13,179.00",
Wellesley,03170000,"          $79,200,337.49","           4,921.5","              $16,092.72","          $86,022,613.70","           4,991.9","              $17,232.44",
Wellfleet,03180000,"           $3,146,114.00",             138.3,"              $22,748.47","           $3,186,791.00",             145.8,"              $21,857.28",
West Boylston,03220000,"          $11,872,601.82",             949.8,"              $12,500.11","          $14,318,427.52","           1,084.6","              $13,201.57",
West Bridgewater,03230000,"          $13,434,963.99","           1,327.8","              $10,118.21","          $14,381,553.99","           1,352.3","              $10,634.88",
West Springfield,03320000,"          $45,780,070.00","           3,892.3","              $11,761.70","          $52,040,118.00","           4,037.1","              $12,890.47",
Westborough,03210000,"          $46,725,616.82","           3,539.9","              $13,199.70","          $51,486,976.97","           3,599.1","              $14,305.51",
Westfield,03250000,"          $74,790,333.60","           5,852.6","              $12,778.99","          $78,095,973.21","           6,000.4","              $13,015.13",
Westford,03260000,"          $58,916,163.40","           5,215.1","              $11,297.23","          $62,482,002.40","           5,278.0","              $11,838.20",
Westhampton,03270000,"           $1,765,651.00",             144.8,"              $12,193.72","           $2,122,092.00",             163.8,"              $12,955.38",
Weston,03300000,"          $46,533,467.00","           2,351.3","              $19,790.53","          $48,972,645.00","           2,379.7","              $20,579.34",
Westport,03310000,"          $18,802,228.00","           1,653.4","              $11,371.86","          $20,273,597.00","           1,701.4","              $11,915.83",
Westwood,03350000,"          $44,778,774.08","           3,136.6","              $14,276.21","          $46,882,653.08","           3,162.0","              $14,826.90",
Weymouth,03360000,"          $79,098,323.98","           6,696.5","              $11,811.89","          $86,969,711.67","           6,896.8","              $12,610.15",
Whately,03370000,"           $2,261,706.00",             146.4,"              $15,448.81","           $2,606,519.00",             171.2,"              $15,224.99",
Whitman-Hanson,07800000,"          $41,647,766.56","           4,230.6","               $9,844.41","          $45,143,680.58","           4,320.1","              $10,449.68",
Whittier Regional Vocational Technical,08850000,"          $21,791,394.00","           1,196.4","              $18,214.14","          $21,873,523.00","           1,204.2","              $18,164.36",
Williamsburg,03400000,"           $2,206,986.14",             158.6,"              $13,915.42","           $2,877,025.14",             214.8,"              $13,393.97",
Williamstown,03410000,"           $5,921,786.91",             430.6,"              $13,752.41","           $6,081,230.37",             440.8,"              $13,795.89",
Wilmington,03420000,"          $45,278,120.00","           3,552.8","              $12,744.35","          $50,954,268.00","           3,626.8","              $14,049.37",
Winchendon,03430000,"          $18,168,594.00","           1,387.7","              $13,092.59","          $21,438,517.00","           1,590.4","              $13,479.95",
Winchester,03440000,"          $50,621,522.31","           4,353.1","              $11,628.84","          $54,725,352.31","           4,420.3","              $12,380.46",
Winthrop,03460000,"          $21,839,864.99","           1,947.6","              $11,213.73","          $23,081,095.99","           1,986.0","              $11,621.90",
Woburn,03470000,"          $63,303,547.12","           4,777.9","              $13,249.24","          $69,318,943.62","           4,897.5","              $14,153.94",
Worcester,03480000,"         $320,332,846.95","          24,679.0","              $12,979.98","         $373,162,414.71","          27,711.9","              $13,465.78",
Wrentham,03500000,"          $13,259,390.11","           1,122.8","              $11,809.22","          $13,763,628.00","           1,137.8","              $12,096.70",
State Totals,00000000,"      $12,408,546,122.81","         918,545.1","              $13,508.91","      $13,766,581,965.02","         981,708.1","              $14,023.09",
