2010Per Pupil Expenditure,,,,,,,,
District Name,District Code,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,
Oxford,02260000,"          $22,464,908.14","           2,034.9","              $11,039.81","          $24,677,375.72","           2,155.9","              $11,446.44",
Palmer,02270000,"          $19,066,078.00","           1,743.2","              $10,937.40","          $21,962,550.00","           1,822.0","              $12,054.09",
Pathfinder Regional Vocational Technical,08600000,"          $12,941,202.94",             651.2,"              $19,872.85","          $12,971,202.94",             654.2,"              $19,827.58",
Peabody,02290000,"          $76,999,245.00","           6,129.8","              $12,561.46","          $84,923,276.86","           6,360.9","              $13,350.83",
Pelham,02300000,"           $1,756,761.49",             125.3,"              $14,020.44","           $1,816,993.49",             128.3,"              $14,162.07",
Pembroke,02310000,"          $31,972,815.93","           3,432.7","               $9,314.19","          $35,061,845.70","           3,522.7","               $9,953.12",
Pentucket,07450000,"          $32,839,197.59","           3,235.2","              $10,150.59","          $36,174,412.78","           3,364.7","              $10,751.16",
Petersham,02340000,"           $1,380,497.00",             107.6,"              $12,829.90","           $1,487,331.00",             118.8,"              $12,519.62",
Pioneer Valley,07500000,"          $14,164,560.00","           1,109.3","              $12,768.92","          $15,139,649.00","           1,157.6","              $13,078.48",
Pittsfield,02360000,"          $77,610,892.00","           6,132.1","              $12,656.49","          $82,195,166.00","           6,589.3","              $12,474.04",
Plainville,02380000,"           $8,639,274.82",             787.0,"              $10,977.48","           $9,106,297.46",             805.5,"              $11,305.15",
Plymouth,02390000,"          $98,479,887.52","           8,182.2","              $12,035.87","         $108,674,243.66","           8,651.2","              $12,561.75",
Plympton,02400000,"           $2,402,176.13",             247.4,"               $9,709.69","           $2,586,470.27",             254.9,"              $10,147.00",
Provincetown,02420000,"           $5,729,151.18",             156.6,"              $36,584.62","           $6,254,748.08",             214.8,"              $29,118.94",
Quabbin,07530000,"          $32,243,166.99","           3,001.4","              $10,742.71","          $35,890,355.48","           3,141.1","              $11,426.05",
Quaboag Regional,07780000,"          $15,129,632.00","           1,436.2","              $10,534.49","          $16,586,338.00","           1,540.7","              $10,765.46",
Quincy,02430000,"         $115,944,332.69","           8,932.1","              $12,980.64","         $126,801,243.49","           9,094.6","              $13,942.48",
Ralph C Mahar,07550000,"          $10,336,859.00",             769.1,"              $13,440.20","          $12,545,751.00",             906.6,"              $13,838.24",
Randolph,02440000,"          $40,095,169.63","           2,885.1","              $13,897.32","          $48,593,549.61","           3,240.9","              $14,993.84",
Reading,02460000,"          $43,162,191.90","           4,376.3","               $9,862.71","          $47,915,205.90","           4,457.6","              $10,749.10",
Revere,02480000,"          $74,360,632.18","           6,174.2","              $12,043.77","          $82,216,666.69","           6,433.7","              $12,779.06",
Richmond,02490000,"           $2,751,807.00",             170.6,"              $16,130.17","           $3,589,316.00",             257.5,"              $13,939.09",
Rochester,02500000,"           $6,254,167.46",             603.8,"              $10,358.01","           $6,720,443.10",             616.8,"              $10,895.66",
Rockland,02510000,"          $26,468,407.00","           2,303.4","              $11,491.02","          $29,164,212.00","           2,420.9","              $12,046.85",
Rockport,02520000,"          $12,327,840.00",             976.5,"              $12,624.52","          $13,262,202.00","           1,014.9","              $13,067.50",
Rowe,02530000,"           $1,558,866.58",              66.0,"              $23,619.19","           $1,782,086.08",              86.7,"              $20,554.63",
Salem,02580000,"          $58,698,000.00","           4,492.5","              $13,065.78","          $67,959,252.80","           4,900.9","              $13,866.69",
Sandwich,02610000,"          $37,185,518.00","           3,564.2","              $10,433.06","          $41,857,041.00","           3,693.3","              $11,333.24",
Saugus,02620000,"          $32,123,085.00","           2,891.4","              $11,109.87","          $35,887,441.00","           3,050.1","              $11,765.99",
Savoy,02630000,"             $672,311.00",              40.2,"              $16,724.15","           $1,207,228.00",              96.5,"              $12,510.13",
Scituate,02640000,"          $33,204,451.00","           3,218.4","              $10,317.07","          $36,068,131.00","           3,281.3","              $10,992.02",
Seekonk,02650000,"          $23,144,503.00","           2,147.7","              $10,776.41","          $24,830,814.00","           2,187.1","              $11,353.31",
Sharon,02660000,"          $43,701,718.60","           3,436.0","              $12,718.78","          $49,032,392.77","           3,519.4","              $13,932.03",
Shawsheen Valley Regional Vocational Technical,08710000,"          $24,019,291.00","           1,290.8","              $18,608.07","          $24,081,628.00","           1,300.8","              $18,512.94",
Sherborn,02690000,"           $6,280,374.00",             452.6,"              $13,876.21","           $7,293,710.00",             462.1,"              $15,783.83",
Shirley,02700000,"           $7,110,319.00",             536.6,"              $13,250.69","          $10,852,155.00",             920.4,"              $11,790.69",
Shrewsbury,02710000,"          $55,804,244.41","           5,804.3","               $9,614.29","          $64,772,323.91","           6,131.5","              $10,563.86",
Shutesbury,02720000,"           $2,310,906.00",             151.2,"              $15,283.77","           $2,396,150.00",             156.2,"              $15,340.27",
Silver Lake,07600000,"          $23,788,029.43","           1,904.0","              $12,493.71","          $23,957,797.43","           1,928.2","              $12,424.95",
Somerset,02730000,"          $32,217,822.08","           2,709.3","              $11,891.57","          $34,515,342.08","           2,753.2","              $12,536.45",
Somerville,02740000,"          $75,319,500.30","           4,880.4","              $15,433.06","          $85,023,271.30","           5,335.0","              $15,936.88",
South Hadley,02780000,"          $25,456,114.00","           2,105.6","              $12,089.72","          $27,879,240.00","           2,270.8","              $12,277.28",
South Middlesex Regional Vocational Technical,08290000,"          $15,868,196.67",             634.8,"              $24,997.16","          $15,870,596.67",             635.3,"              $24,981.26",
South Shore Regional Vocational Technical,08730000,"          $10,045,387.00",             585.7,"              $17,151.08","          $10,045,387.00",             585.7,"              $17,151.08",
Southampton,02750000,"           $5,133,631.60",             565.6,"               $9,076.43","           $5,842,918.60",             610.3,"               $9,573.85",
Southborough,02760000,"          $18,396,650.65","           1,557.2","              $11,813.93","          $20,997,317.18","           1,610.7","              $13,036.14",
Southbridge,02770000,"          $26,806,047.18","           2,122.3","              $12,630.66","          $31,492,710.51","           2,355.9","              $13,367.59",
Southeastern Regional Vocational Technical,08720000,"          $23,733,245.00","           1,295.3","              $18,322.59","          $23,733,245.00","           1,295.3","              $18,322.59",
Southern Berkshire,07650000,"          $13,543,779.47",             895.0,"              $15,132.71","          $14,660,090.87","           1,062.0","              $13,804.23",
Southern Worcester County Regional Vocational Technical,08760000,"          $18,130,734.34","           1,099.8","              $16,485.48","          $18,297,603.34","           1,127.5","              $16,228.47",
Southwick-Tolland,07660000,"          $17,839,003.33","           1,789.5","               $9,968.71","          $19,777,896.19","           1,861.6","              $10,624.14",
Spencer-E Brookfield,07670000,"          $22,792,433.00","           1,969.0","              $11,575.64","          $26,294,518.00","           2,133.0","              $12,327.48",
Springfield,02810000,"         $345,061,170.26","          24,987.3","              $13,809.46","         $393,299,195.26","          28,761.9","              $13,674.33",
Stoneham,02840000,"          $28,130,921.00","           2,654.1","              $10,599.04","          $32,261,383.00","           2,786.6","              $11,577.33",
Stoughton,02850000,"          $41,736,408.00","           3,803.9","              $10,972.00","          $45,109,060.00","           3,886.9","              $11,605.41",
Sturbridge,02870000,"           $9,337,943.00",             932.2,"              $10,017.10","          $10,647,109.00",             954.1,"              $11,159.32",
Sudbury,02880000,"          $35,133,975.97","           3,159.6","              $11,119.75","          $37,927,679.86","           3,213.9","              $11,801.14",
Sunderland,02890000,"           $2,388,029.75",             181.2,"              $13,178.97","           $2,826,657.75",             215.5,"              $13,116.74",
Sutton,02900000,"          $16,847,901.53","           1,639.4","              $10,276.87","          $17,705,373.19","           1,677.5","              $10,554.62",
Swampscott,02910000,"          $27,006,011.86","           2,287.9","              $11,803.84","          $29,938,236.86","           2,374.9","              $12,606.10",
Swansea,02920000,"          $21,505,939.49","           2,083.6","              $10,321.53","          $22,490,296.28","           2,124.6","              $10,585.66",
Tantasqua,07700000,"          $21,916,667.00","           1,757.6","              $12,469.66","          $22,055,739.00","           1,816.6","              $12,141.22",
Taunton,02930000,"          $80,962,264.40","           7,947.1","              $10,187.65","          $88,869,811.07","           8,181.5","              $10,862.29",
Tewksbury,02950000,"          $41,984,062.67","           4,209.3","               $9,974.12","          $47,255,143.67","           4,325.2","              $10,925.54",
Tisbury,02960000,"           $6,504,575.19",             306.4,"              $21,229.03","           $7,423,328.19",             388.1,"              $19,127.36",
Topsfield,02980000,"           $7,267,031.50",             670.1,"              $10,844.70","           $7,602,336.50",             680.8,"              $11,166.77",
Tri County Regional Vocational Technical,08780000,"          $15,829,886.00",             993.5,"              $15,933.45","          $15,836,236.00",             993.5,"              $15,939.84",
Triton,07730000,"          $35,108,890.64","           3,075.2","              $11,416.78","          $39,214,860.64","           3,409.1","              $11,503.00",
Truro,03000000,"           $3,371,633.00",             147.5,"              $22,858.53","           $4,625,258.00",             248.8,"              $18,590.27",
Tyngsborough,03010000,"          $20,431,209.00","           2,025.2","              $10,088.49","          $21,963,127.00","           2,106.6","              $10,425.86",
Up-Island Regional,07740000,"           $7,964,959.00",             322.8,"              $24,674.59","           $8,978,974.41",             403.1,"              $22,274.81",
Upper Cape Cod Regional Vocational Technical,08790000,"          $12,917,362.53",             679.7,"              $19,004.51","          $12,917,362.53",             679.7,"              $19,004.51",
Uxbridge,03040000,"          $22,195,527.00","           1,997.6","              $11,111.10","          $25,266,716.00","           2,246.9","              $11,245.14",
Wachusett,07750000,"          $69,624,373.48","           7,433.9","               $9,365.79","          $76,637,237.95","           7,692.1","               $9,963.11",
Wakefield,03050000,"          $36,491,147.51","           3,350.6","              $10,890.93","          $39,574,361.51","           3,465.6","              $11,419.19",
Wales,03060000,"           $1,784,032.00",             168.7,"              $10,575.17","           $2,150,910.00",             173.5,"              $12,397.18",
Walpole,03070000,"          $45,093,404.74","           3,959.1","              $11,389.81","          $48,281,317.15","           4,033.2","              $11,970.97",
Waltham,03080000,"          $84,865,715.95","           4,768.6","              $17,796.78","          $92,224,578.21","           4,864.2","              $18,959.87",
Ware,03090000,"          $13,798,620.26","           1,269.1","              $10,872.76","          $16,473,219.75","           1,450.2","              $11,359.27",
Wareham,03100000,"          $35,350,661.00","           3,158.4","              $11,192.59","          $37,696,370.00","           3,235.2","              $11,651.94",
Watertown,03140000,"          $37,556,260.00","           2,611.9","              $14,378.90","          $44,012,761.00","           2,753.4","              $15,984.88",
Wayland,03150000,"          $40,253,243.00","           2,734.9","              $14,718.36","          $42,270,924.00","           2,777.5","              $15,219.05",
Webster,03160000,"          $21,580,831.19","           1,939.2","              $11,128.73","          $24,213,538.19","           2,065.8","              $11,721.14",
Wellesley,03170000,"          $67,765,499.00","           4,719.3","              $14,359.23","          $73,877,564.00","           4,799.8","              $15,391.80",
Wellfleet,03180000,"           $2,675,000.00",             139.4,"              $19,189.38","           $2,850,873.00",             152.4,"              $18,706.52",
West Boylston,03220000,"          $11,162,379.77","           1,009.4","              $11,058.43","          $12,708,516.27","           1,101.3","              $11,539.56",
West Bridgewater,03230000,"          $12,141,051.98","           1,292.5","               $9,393.46","          $13,050,312.98","           1,314.7","               $9,926.46",
West Springfield,03320000,"          $44,911,039.00","           3,964.3","              $11,328.87","          $49,453,838.00","           4,098.4","              $12,066.62",
Westborough,03210000,"          $45,708,322.00","           3,577.2","              $12,777.68","          $49,285,480.00","           3,634.9","              $13,558.96",
Westfield,03250000,"          $72,770,678.01","           6,093.0","              $11,943.32","          $74,974,259.00","           6,217.4","              $12,058.78",
Westford,03260000,"          $54,660,610.44","           5,265.4","              $10,381.09","          $56,880,084.87","           5,317.4","              $10,696.97",
Westhampton,03270000,"           $1,610,470.00",             141.6,"              $11,373.38","           $1,946,045.00",             164.6,"              $11,822.87",
Weston,03300000,"          $43,575,426.00","           2,387.2","              $18,253.78","          $44,783,155.00","           2,408.8","              $18,591.48",
Westport,03310000,"          $18,273,398.00","           1,835.2","               $9,957.17","          $19,864,417.00","           1,875.0","              $10,594.36",
Westwood,03350000,"          $40,675,479.15","           3,108.9","              $13,083.56","          $43,442,046.48","           3,144.8","              $13,813.93",
Weymouth,03360000,"          $71,110,831.54","           6,813.4","              $10,436.91","          $78,239,929.60","           6,996.4","              $11,182.88",
Whately,03370000,"           $1,992,460.00",             132.5,"              $15,037.43","           $2,273,542.72",             153.6,"              $14,801.71",
Whitman-Hanson,07800000,"          $43,022,125.41","           4,423.3","               $9,726.25","          $45,930,011.41","           4,501.1","              $10,204.17",
Whittier Regional Vocational Technical,08850000,"          $20,740,351.77","           1,176.3","              $17,631.86","          $20,811,340.21","           1,181.3","              $17,617.32",
Williamsburg,03400000,"           $2,063,775.00",             166.8,"              $12,372.75","           $2,557,804.00",             209.7,"              $12,197.44",
Williamstown,03410000,"           $5,933,030.00",             427.6,"              $13,875.19","           $5,964,729.00",             434.5,"              $13,727.80",
Wilmington,03420000,"          $40,354,565.00","           3,788.0","              $10,653.26","          $44,609,150.00","           3,854.7","              $11,572.66",
Winchendon,03430000,"          $17,505,141.00","           1,590.5","              $11,006.06","          $20,305,830.00","           1,760.6","              $11,533.47",
Winchester,03440000,"          $45,669,062.75","           4,220.3","              $10,821.28","          $48,468,832.35","           4,265.5","              $11,362.99",
Winthrop,03460000,"          $20,921,911.70","           1,946.4","              $10,749.03","          $22,034,342.70","           1,987.0","              $11,089.25",
Woburn,03470000,"          $64,187,288.78","           4,792.4","              $13,393.56","          $68,208,982.01","           4,863.8","              $14,023.80",
Worcester,03480000,"         $300,586,816.85","          24,100.9","              $12,472.02","         $346,459,767.88","          26,845.5","              $12,905.69",
Wrentham,03500000,"          $11,662,302.00","           1,236.9","               $9,428.65","          $12,264,701.00","           1,258.8","               $9,743.17",
State Totals,00000000,"      $11,667,512,043.20","         928,555.5","              $12,565.23","      $12,867,958,250.35","         986,207.9","              $13,047.92",
