2014Per Pupil Expenditure,,,,,,,,
District Name,District Code,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,
Pelham,02300000,"           $2,143,885.59",             128.5,"              $16,683.93","           $2,163,885.59",             135.1,"              $16,016.92",
Pembroke,02310000,"          $34,887,747.30","           3,283.7","              $10,624.52","          $37,475,579.26","           3,380.3","              $11,086.47",
Pentucket,07450000,"          $34,277,591.00","           2,799.0","              $12,246.37","          $37,413,162.39","           2,909.1","              $12,860.73",
Petersham,02340000,"           $1,817,742.00",             110.7,"              $16,420.43","           $1,854,814.00",             117.2,"              $15,826.06",
Pioneer Valley,07500000,"          $15,344,500.86",             942.2,"              $16,285.82","          $16,423,545.82",             992.6,"              $16,545.99",
Pittsfield,02360000,"          $82,909,712.00","           5,916.6","              $14,013.07","          $89,359,524.86","           6,496.7","              $13,754.60",
Plainville,02380000,"           $9,630,149.80",             754.9,"              $12,756.85","          $10,418,868.53",             774.6,"              $13,450.64",
Plymouth,02390000,"         $105,587,985.15","           7,764.4","              $13,598.99","         $118,367,956.30","           8,422.2","              $14,054.28",
Plympton,02400000,"           $2,865,045.79",             235.3,"              $12,176.14","           $3,646,884.38",             247.7,"              $14,722.99",
Provincetown,02420000,"           $4,291,103.51",             109.3,"              $39,259.87","           $5,341,259.74",             174.4,"              $30,626.49",
Quabbin,07530000,"          $31,758,925.16","           2,481.1","              $12,800.34","          $35,261,571.12","           2,621.3","              $13,451.94",
Quaboag Regional,07780000,"          $16,353,931.00","           1,383.2","              $11,823.26","          $17,552,813.00","           1,490.6","              $11,775.67",
Quincy,02430000,"         $130,596,899.04","           9,150.1","              $14,272.73","         $145,071,320.79","           9,348.6","              $15,517.97",
Ralph C Mahar,07550000,"          $11,036,510.00",             810.0,"              $13,625.32","          $13,071,384.77",             906.1,"              $14,425.98",
Randolph,02440000,"          $45,408,192.45","           2,969.2","              $15,293.07","          $55,402,035.98","           3,423.6","              $16,182.39",
Reading,02460000,"          $49,012,226.00","           4,390.6","              $11,162.99","          $52,641,725.00","           4,458.4","              $11,807.31",
Revere,02480000,"          $88,839,124.00","           6,798.8","              $13,066.88","          $99,263,184.00","           7,046.7","              $14,086.48",
Richmond,02490000,"           $2,534,624.00",             147.7,"              $17,160.62","           $3,507,932.00",             229.7,"              $15,271.80",
Rochester,02500000,"           $6,278,079.00",             489.6,"              $12,822.87","           $6,677,882.00",             506.2,"              $13,192.18",
Rockland,02510000,"          $29,673,592.00","           2,273.3","              $13,053.09","          $33,087,319.00","           2,410.1","              $13,728.61",
Rockport,02520000,"          $14,005,083.00",             961.0,"              $14,573.45","          $15,622,444.53","           1,014.8","              $15,394.60",
Rowe,02530000,"           $1,453,552.00",              55.2,"              $26,332.46","           $1,858,420.00",              88.3,"              $21,046.66",
Salem,02580000,"          $69,186,447.68","           4,277.3","              $16,175.26","          $80,076,369.12","           4,789.0","              $16,720.90",
Sandwich,02610000,"          $40,739,722.00","           3,017.0","              $13,503.39","          $46,736,508.30","           3,310.2","              $14,118.94",
Saugus,02620000,"          $35,960,380.42","           2,775.5","              $12,956.36","          $40,291,864.68","           2,999.6","              $13,432.41",
Savoy,02630000,"             $723,930.00",              34.6,"              $20,922.83","           $1,129,182.00",              82.9,"              $13,621.01",
Scituate,02640000,"          $39,534,979.00","           3,101.5","              $12,747.05","          $41,984,920.00","           3,154.8","              $13,308.27",
Seekonk,02650000,"          $25,682,048.00","           2,039.6","              $12,591.71","          $28,300,615.00","           2,084.5","              $13,576.69",
Sharon,02660000,"          $49,546,457.01","           3,496.0","              $14,172.33","          $53,418,839.25","           3,556.2","              $15,021.33",
Shawsheen Valley Regional Vocational Technical,08710000,"          $25,415,049.00","           1,344.5","              $18,902.97","          $25,551,628.00","           1,369.9","              $18,652.18",
Sherborn,02690000,"           $6,619,387.00",             391.0,"              $16,929.38","           $7,288,793.00",             396.6,"              $18,378.20",
Shrewsbury,02710000,"          $63,780,646.98","           5,925.8","              $10,763.21","          $74,586,281.81","           6,283.6","              $11,869.99",
Shutesbury,02720000,"           $2,525,524.00",             157.0,"              $16,086.14","           $2,631,218.00",             170.0,"              $15,477.75",
Silver Lake,07600000,"          $25,671,406.82","           1,867.2","              $13,748.61","          $25,974,433.82","           1,899.4","              $13,675.07",
Somerset,02730000,"          $23,191,797.00","           1,832.1","              $12,658.59","          $25,263,572.00","           1,883.6","              $13,412.39",
Somerset Berkley Regional School District,07630000,"          $12,689,335.18",             933.4,"              $13,594.75","          $13,949,986.00",             967.8,"              $14,414.12",
Somerville,02740000,"          $81,028,329.07","           4,829.2","              $16,778.83","          $94,031,949.83","           5,395.3","              $17,428.49",
South Hadley,02780000,"          $25,692,951.81","           1,911.3","              $13,442.66","          $28,989,641.00","           2,119.7","              $13,676.29",
South Middlesex Regional Vocational Technical,08290000,"          $17,428,928.28",             674.0,"              $25,858.94","          $17,428,928.28",             674.0,"              $25,858.94",
South Shore Regional Vocational Technical,08730000,"          $12,045,549.00",             594.6,"              $20,258.24","          $12,093,829.00",             596.6,"              $20,271.25",
Southampton,02750000,"           $5,329,245.90",             551.5,"               $9,663.18","           $6,172,406.90",             590.2,"              $10,458.16",
Southborough,02760000,"          $20,894,235.86","           1,375.5","              $15,190.28","          $22,969,244.74","           1,407.4","              $16,320.34",
Southbridge,02770000,"          $30,006,826.62","           2,225.1","              $13,485.61","          $33,935,861.78","           2,492.2","              $13,616.83",
Southeastern Regional Vocational Technical,08720000,"          $27,425,168.00","           1,316.9","              $20,825.55","          $27,453,611.00","           1,321.8","              $20,769.87",
Southern Berkshire,07650000,"          $14,785,666.15",             752.1,"              $19,659.18","          $15,847,143.15",             909.3,"              $17,427.85",
Southern Worcester County Regional Vocational Technical,08760000,"          $18,945,027.68","           1,067.0","              $17,755.41","          $19,090,841.68","           1,095.5","              $17,426.60",
Southwick-Tolland-Granville Regional School District,07660000,"          $20,300,017.34","           1,689.3","              $12,016.82","          $22,982,550.79","           1,803.4","              $12,744.01",
Spencer-E Brookfield,07670000,"          $21,155,744.66","           1,813.8","              $11,663.77","          $24,933,607.42","           2,009.5","              $12,407.87",
Springfield,02810000,"         $386,680,664.28","          25,248.9","              $15,314.75","         $438,936,335.08","          28,862.0","              $15,208.09",
Stoneham,02840000,"          $31,056,231.25","           2,307.4","              $13,459.41","          $36,102,626.25","           2,487.0","              $14,516.54",
Stoughton,02850000,"          $46,066,183.55","           3,621.0","              $12,721.95","          $51,174,893.47","           3,751.8","              $13,640.09",
Sturbridge,02870000,"          $10,901,965.00",             984.4,"              $11,074.73","          $12,150,110.00",             997.6,"              $12,179.34",
Sudbury,02880000,"          $39,424,761.66","           2,917.9","              $13,511.35","          $42,136,373.66","           2,957.7","              $14,246.33",
Sunderland,02890000,"           $2,654,081.00",             199.8,"              $13,283.69","           $2,801,067.00",             222.6,"              $12,583.41",
Sutton,02900000,"          $17,376,356.03","           1,544.9","              $11,247.56","          $18,267,710.95","           1,576.1","              $11,590.45",
Swampscott,02910000,"          $32,639,380.00","           2,306.4","              $14,151.66","          $34,847,085.00","           2,354.9","              $14,797.69",
Swansea,02920000,"          $24,796,412.62","           2,050.8","              $12,091.09","          $25,740,672.21","           2,098.6","              $12,265.64",
Tantasqua,07700000,"          $23,244,129.00","           1,748.2","              $13,296.04","          $23,429,290.00","           1,791.3","              $13,079.49",
Taunton,02930000,"          $89,118,286.36","           7,884.9","              $11,302.40","          $97,152,319.86","           8,101.9","              $11,991.30",
Tewksbury,02950000,"          $47,636,483.82","           3,715.3","              $12,821.71","          $53,774,092.36","           3,905.6","              $13,768.46",
Tisbury,02960000,"           $7,518,304.00",             326.7,"              $23,012.87","           $8,471,945.00",             398.7,"              $21,248.92",
Topsfield,02980000,"           $8,567,635.43",             605.2,"              $14,156.70","           $8,930,015.43",             612.6,"              $14,577.24",
Tri County Regional Vocational Technical,08780000,"          $17,831,534.00","           1,059.4","              $16,831.73","          $17,837,844.00","           1,059.4","              $16,837.69",
Triton,07730000,"          $37,640,391.25","           2,738.8","              $13,743.39","          $41,883,277.01","           2,947.5","              $14,209.76",
Truro,03000000,"           $3,938,458.90",             137.5,"              $28,643.34","           $5,589,476.90",             232.4,"              $24,051.11",
Tyngsborough,03010000,"          $21,610,757.00","           1,790.1","              $12,072.37","          $24,123,016.00","           1,934.4","              $12,470.54",
Up-Island Regional,07740000,"           $9,189,648.76",             347.2,"              $26,467.88","          $10,339,822.16",             408.5,"              $25,311.68",
Upper Cape Cod Regional Vocational Technical,08790000,"          $14,690,355.05",             689.8,"              $21,296.54","          $14,693,005.05",             690.3,"              $21,284.96",
Uxbridge,03040000,"          $22,617,050.00","           1,878.9","              $12,037.39","          $25,687,835.57","           2,094.9","              $12,262.08",
Wachusett,07750000,"          $78,856,055.14","           7,384.3","              $10,678.88","          $84,606,634.04","           7,601.3","              $11,130.55",
Wakefield,03050000,"          $41,143,693.00","           3,328.6","              $12,360.66","          $44,790,384.00","           3,451.6","              $12,976.70",
Wales,03060000,"           $1,899,729.00",             159.5,"              $11,910.53","           $2,154,689.00",             168.5,"              $12,787.47",
Walpole,03070000,"          $50,704,295.42","           3,986.0","              $12,720.60","          $54,668,289.23","           4,049.2","              $13,501.01",
Waltham,03080000,"          $95,886,080.56","           5,147.3","              $18,628.42","         $103,885,896.70","           5,327.0","              $19,501.76",
Ware,03090000,"          $16,135,298.53","           1,274.1","              $12,664.08","          $18,428,772.76","           1,445.5","              $12,749.06",
Wareham,03100000,"          $37,975,498.76","           2,713.9","              $13,992.96","          $41,281,321.13","           2,914.6","              $14,163.63",
Watertown,03140000,"          $41,301,707.83","           2,654.3","              $15,560.30","          $48,740,576.76","           2,815.9","              $17,309.06",
Wayland,03150000,"          $42,134,352.84","           2,687.9","              $15,675.57","          $44,880,773.84","           2,729.1","              $16,445.27",
Webster,03160000,"          $23,182,906.91","           1,826.7","              $12,691.14","          $26,645,465.34","           2,015.4","              $13,220.93",
Wellesley,03170000,"          $80,115,711.32","           4,995.7","              $16,036.93","          $86,633,960.29","           5,064.0","              $17,107.81",
Wellfleet,03180000,"           $3,233,149.00",             120.5,"              $26,831.11","           $3,369,777.00",             135.5,"              $24,869.20",
West Boylston,03220000,"          $12,182,329.25",             908.9,"              $13,403.38","          $14,988,944.19","           1,045.8","              $14,332.52",
West Bridgewater,03230000,"          $14,137,604.00","           1,329.1","              $10,636.98","          $14,925,573.59","           1,357.0","              $10,998.95",
West Springfield,03320000,"          $47,459,202.02","           3,919.9","              $12,107.25","          $53,294,615.77","           4,051.0","              $13,155.92",
Westborough,03210000,"          $49,281,781.86","           3,588.3","              $13,734.02","          $53,604,607.86","           3,637.6","              $14,736.26",
Westfield,03250000,"          $74,055,379.62","           5,647.5","              $13,112.95","          $78,327,253.02","           5,811.3","              $13,478.44",
Westford,03260000,"          $61,046,968.97","           5,144.1","              $11,867.38","          $65,359,243.43","           5,216.6","              $12,529.09",
Westhampton,03270000,"           $1,973,162.00",             142.5,"              $13,846.75","           $2,353,292.00",             163.5,"              $14,393.22",
Weston,03300000,"          $48,120,455.00","           2,310.6","              $20,825.96","          $50,740,458.00","           2,343.4","              $21,652.50",
Westport,03310000,"          $19,793,294.00","           1,615.6","              $12,251.36","          $21,228,841.00","           1,647.2","              $12,887.83",
Westwood,03350000,"          $46,906,908.78","           3,164.2","              $14,824.26","          $49,025,077.23","           3,196.5","              $15,337.11",
Weymouth,03360000,"          $80,217,923.51","           6,686.6","              $11,996.82","          $89,626,731.31","           6,902.6","              $12,984.49",
Whately,03370000,"           $2,145,164.00",             138.2,"              $15,522.17","           $2,370,681.00",             155.3,"              $15,265.17",
Whitman-Hanson,07800000,"          $43,965,694.93","           4,137.9","              $10,625.12","          $47,034,788.31","           4,227.4","              $11,126.17",
Whittier Regional Vocational Technical,08850000,"          $22,629,566.00","           1,244.2","              $18,188.05","          $22,708,432.00","           1,251.5","              $18,144.97",
Williamsburg,03400000,"           $2,325,321.14",             150.6,"              $15,440.38","           $2,852,221.13",             198.6,"              $14,361.64",
Williamstown,03410000,"           $6,451,323.73",             432.8,"              $14,906.02","           $6,573,575.69",             438.6,"              $14,987.63",
Wilmington,03420000,"          $46,440,794.00","           3,509.8","              $13,231.75","          $52,653,828.00","           3,590.7","              $14,663.95",
Winchendon,03430000,"          $16,810,879.00","           1,351.3","              $12,440.52","          $18,830,817.55","           1,534.3","              $12,273.23",
Winchester,03440000,"          $52,379,828.44","           4,425.5","              $11,835.91","          $56,536,546.58","           4,494.6","              $12,578.77",
Winthrop,03460000,"          $23,423,609.01","           1,969.5","              $11,893.18","          $24,749,632.88","           2,010.5","              $12,310.19",
Woburn,03470000,"          $68,416,868.81","           4,830.8","              $14,162.64","          $74,634,007.02","           4,956.3","              $15,058.41",
Worcester,03480000,"         $336,778,512.28","          24,863.0","              $13,545.37","         $384,930,222.04","          27,906.0","              $13,793.82",
Wrentham,03500000,"          $13,361,271.62","           1,107.3","              $12,066.53","          $13,794,351.99","           1,125.6","              $12,255.11",
State Totals,00000000,"      $12,839,362,957.60","         917,203.5","              $13,998.38","      $14,266,318,220.82","         982,469.6","              $14,520.87",
